# delta; F_drive; F_brake; gamma_y
-0.00148; 81.42436; -0.00006; -2.02905
-0.00204; 81.42100; -0.00006; -1.85966
-0.00175; 81.40635; -0.00006; -1.47622
-0.00138; 81.39552; -0.00006; -1.13211
-0.00105; 81.38878; -0.00006; -0.85629
-0.00078; 81.38476; -0.00006; -0.64074
-0.00055; 81.38245; -0.00006; -0.47594
-0.00037; 81.38116; -0.00006; -0.35259
-0.00023; 81.38047; -0.00006; -0.26301
-0.00008; 81.38007; -0.00006; -0.19300
0.00009; 81.37985; -0.00006; -0.13371
0.00023; 81.37980; -0.00006; -0.10310
0.00206; 81.38454; -0.00006; 0.26550
0.01344; 81.62665; -0.00006; 2.43031
0.01095; 81.48550; -0.00006; 0.54095
-0.00209; 81.48759; -0.00006; -3.18196
-0.00264; 81.47351; -0.00006; -2.86963
-0.00128; 81.42759; -0.00006; -2.13423
0.00865; 81.44158; -0.00006; 0.21149
0.00575; 81.40796; -0.00006; -1.17333
-0.00306; 81.51260; -0.00006; -3.42746
-0.00350; 81.48852; -0.00006; -2.98703
-0.00282; 81.44557; -0.00006; -2.30788
-0.00216; 81.41745; -0.00006; -1.74387
-0.00163; 81.40108; -0.00006; -1.31097
-0.00123; 81.39172; -0.00006; -0.98227
-0.00091; 81.38637; -0.00006; -0.73269
-0.00065; 81.38330; -0.00006; -0.54182
-0.00037; 81.38139; -0.00006; -0.38458
-0.00018; 81.38055; -0.00006; -0.28454
-0.00017; 81.38033; -0.00006; -0.24324
-0.00018; 81.38019; -0.00006; -0.21155
-0.00017; 81.38006; -0.00006; -0.17883
-0.00015; 81.37994; -0.00006; -0.14631
-0.00011; 81.37984; -0.00006; -0.11316
-0.00004; 81.37976; -0.00006; -0.08151
0.00006; 81.37972; -0.00006; -0.05045
0.00047; 81.37990; -0.00006; 0.03409
0.00364; 81.39772; -0.00006; 0.65146
0.00352; 81.39140; -0.00006; 0.25398
0.00072; 81.38342; -0.00006; -0.66043
0.00074; 81.38352; -0.00006; -0.66876
0.00189; 81.38302; -0.00006; -0.44435
0.01176; 81.53541; -0.00006; 1.47971
0.00717; 81.41670; -0.00006; -0.62795
-0.00281; 81.50111; -0.00006; -3.29285
-0.00340; 81.48326; -0.00006; -2.91615
-0.00277; 81.44290; -0.00006; -2.26021
-0.00212; 81.41602; -0.00006; -1.70918
-0.00161; 81.40030; -0.00006; -1.28474
-0.00121; 81.39123; -0.00006; -0.96056
-0.00083; 81.38570; -0.00006; -0.70057
0.00062; 81.38042; -0.00006; -0.27053
0.01068; 81.52850; -0.00006; 1.78956
0.00830; 81.43690; -0.00006; 0.21388
-0.00213; 81.46041; -0.00006; -2.70853
-0.00271; 81.45073; -0.00006; -2.43386
-0.00225; 81.42444; -0.00006; -1.91445
-0.00176; 81.40614; -0.00006; -1.46699
-0.00133; 81.39481; -0.00006; -1.10938
-0.00095; 81.38797; -0.00006; -0.82719
-0.00056; 81.38382; -0.00006; -0.60054
0.00106; 81.38056; -0.00006; -0.16754
0.01158; 81.55464; -0.00006; 1.94218
0.00907; 81.44830; -0.00006; 0.24983
-0.00193; 81.46743; -0.00006; -2.86289
-0.00220; 81.45158; -0.00006; -2.52893
-0.00162; 81.42481; -0.00006; -2.02106
-0.00145; 81.41162; -0.00006; -1.68783
-0.00133; 81.40234; -0.00006; -1.40573
-0.00113; 81.39476; -0.00006; -1.13962
-0.00098; 81.38974; -0.00006; -0.92156
-0.00082; 81.38613; -0.00006; -0.73170
-0.00066; 81.38364; -0.00006; -0.56984
-0.00050; 81.38199; -0.00006; -0.43503
-0.00036; 81.38098; -0.00006; -0.32795
-0.00025; 81.38042; -0.00006; -0.24980
-0.00019; 81.38013; -0.00006; -0.19455
-0.00015; 81.37997; -0.00006; -0.15498
-0.00010; 81.37986; -0.00006; -0.12082
-0.00004; 81.37977; -0.00006; -0.08807
0.00007; 81.37972; -0.00006; -0.05575
0.00074; 81.38028; -0.00006; 0.08180
0.00587; 81.42725; -0.00006; 1.07703
0.00608; 81.41606; -0.00006; 0.51989
0.00064; 81.39198; -0.00006; -1.18898
-0.00034; 81.39771; -0.00006; -1.36003
-0.00074; 81.39757; -0.00006; -1.30912
-0.00099; 81.39561; -0.00006; -1.19572
-0.00088; 81.39080; -0.00006; -0.99210
-0.00039; 81.38529; -0.00006; -0.73590
0.00018; 81.38217; -0.00006; -0.52810
0.00056; 81.38125; -0.00006; -0.42463
0.00595; 81.41814; -0.00006; 0.68291
0.00850; 81.44843; -0.00006; 0.63415
0.00210; 81.39917; -0.00006; -1.49903
-0.00132; 81.43416; -0.00006; -2.28200
-0.00093; 81.41702; -0.00006; -1.90937
0.00121; 81.39272; -0.00006; -1.23578
0.00047; 81.39718; -0.00006; -1.40409
-0.00182; 81.41802; -0.00006; -1.81426
-0.00179; 81.40755; -0.00006; -1.50831
-0.00144; 81.39644; -0.00006; -1.16124
-0.00111; 81.38931; -0.00006; -0.87681
-0.00084; 81.38511; -0.00006; -0.65659
-0.00063; 81.38271; -0.00006; -0.48885
-0.00047; 81.38135; -0.00006; -0.36220
-0.00030; 81.38050; -0.00006; -0.25736
0.00148; 81.38203; -0.00006; 0.16038
0.01187; 81.57439; -0.00006; 2.17929
0.00947; 81.45875; -0.00006; 0.46400
-0.00239; 81.47182; -0.00006; -2.87715
-0.00299; 81.46010; -0.00006; -2.57110
-0.00244; 81.42900; -0.00006; -1.99652
-0.00188; 81.40807; -0.00006; -1.51047
-0.00143; 81.39578; -0.00006; -1.13533
