# path_x; path_y
82.05636; -72.81752
81.53591; -71.96367
81.01541; -71.10977
80.49486; -70.25579
79.97426; -69.40174
79.45360; -68.54760
78.93288; -67.69338
78.41209; -66.83906
77.89124; -65.98465
77.37031; -65.13012
76.84930; -64.27548
76.32821; -63.42073
75.80703; -62.56584
75.28575; -61.71082
74.76438; -60.85566
74.24291; -60.00036
73.72133; -59.14490
73.19964; -58.28927
72.67784; -57.43348
72.15591; -56.57752
71.63386; -55.72136
71.11167; -54.86502
70.58935; -54.00848
70.06688; -53.15173
69.54427; -52.29476
69.02196; -51.43823
68.50049; -50.58294
67.97998; -49.72906
67.46053; -48.87678
66.94227; -48.02624
66.42527; -47.17762
65.90963; -46.33104
65.39540; -45.48664
64.88265; -44.64452
64.37140; -43.80474
63.86166; -42.96737
63.35343; -42.13243
62.85046; -41.29764
62.35714; -40.46047
61.87346; -39.62110
61.39507; -38.78213
60.92528; -37.94169
60.47061; -37.09633
60.02752; -36.24819
59.59475; -35.39801
59.17402; -34.54497
58.76656; -33.68855
58.37230; -32.82887
57.99246; -31.96544
57.62603; -31.09876
57.27301; -30.22879
56.93510; -29.35483
56.61285; -28.47664
56.30476; -27.59472
56.01152; -26.70868
55.73591; -25.81632
55.47688; -24.91705
55.23051; -24.01232
54.99895; -23.10181
54.78027; -22.18629
54.57696; -21.26545
54.39043; -20.33940
54.21953; -19.40879
54.06407; -18.47402
53.92323; -17.53558
53.79528; -16.59403
53.68317; -15.64930
53.58699; -14.70180
53.50662; -13.75194
53.44200; -12.80013
53.39671; -11.84665
53.36866; -10.89211
53.34912; -9.93705
53.34351; -8.98159
53.35834; -8.02622
53.38898; -7.07139
53.43700; -6.11761
53.50098; -5.16527
53.58218; -4.21493
53.67837; -3.26683
53.78937; -2.32136
53.91646; -1.37906
54.05951; -0.44039
54.21755; 0.49439
54.39057; 1.42494
54.58409; 2.34994
54.79409; 3.26990
55.00953; 4.18725
55.23869; 5.10021
55.48834; 6.00681
55.75275; 6.90831
56.03172; 7.80464
56.32527; 8.69565
56.63305; 9.58136
56.95557; 10.46146
57.29286; 11.33580
57.64432; 12.20449
58.00986; 13.06746
58.38956; 13.92457
58.78355; 14.77566
59.19121; 15.62092
59.61308; 16.46000
60.04816; 17.29334
60.49754; 18.12027
60.96254; 18.93994
61.44220; 19.75272
61.93509; 20.55936
62.44229; 21.35914
62.96254; 22.15280
63.49746; 22.93919
64.04706; 23.71818
64.61164; 24.48939
65.19129; 25.25264
65.78527; 26.00456
66.39155; 26.74144
67.01208; 27.45932
67.64489; 28.15752
68.29096; 28.83283
68.94858; 29.48454
69.61846; 30.10968
70.29908; 30.70767
70.98967; 31.27749
71.69030; 31.81742
72.40037; 32.32687
73.11931; 32.80586
73.84755; 33.25360
74.58532; 33.67044
75.33479; 34.05389
76.09771; 34.41068
76.87867; 34.73550
77.67893; 35.01292
78.49170; 35.24901
79.31191; 35.44930
80.13765; 35.60678
80.96636; 35.70816
81.79219; 35.76418
82.61142; 35.76954
83.42010; 35.72840
84.21457; 35.63860
84.99146; 35.50100
85.74742; 35.31492
86.48088; 35.08490
87.19738; 34.80869
87.90308; 34.48397
88.59737; 34.11222
89.27948; 33.69541
89.94803; 33.23506
90.60011; 32.73124
91.23496; 32.18758
91.85857; 31.61458
92.46323; 31.00703
93.05002; 30.36998
93.61307; 29.70223
94.14849; 29.00529
94.65558; 28.28348
95.13139; 27.53941
95.60457; 26.79422
96.07957; 26.04585
96.55924; 25.28858
97.04469; 24.51937
97.53642; 23.73598
98.03455; 22.93692
98.53890; 22.12141
99.04904; 21.28935
99.56442; 20.44122
100.08440; 19.57803
100.60829; 18.70124
101.13539; 17.81267
101.66502; 16.91445
102.19648; 16.00895
102.72910; 15.09871
103.26223; 14.18636
103.79523; 13.27457
104.32748; 12.36586
104.85836; 11.46269
105.38725; 10.56736
105.91351; 9.68202
106.43649; 8.80858
106.95554; 7.94865
107.47004; 7.10348
107.97941; 6.27388
108.48317; 5.46016
108.98099; 4.66205
109.47275; 3.87867
109.95864; 3.10846
110.43925; 2.34917
110.91570; 1.59780
111.39050; 0.84930
111.86814; 0.10272
112.37421; -0.62282
112.90982; -1.32176
113.47020; -1.99290
114.05507; -2.63173
114.65986; -3.23779
115.28032; -3.81141
115.91825; -4.34679
116.57168; -4.84214
117.23856; -5.29655
117.91756; -5.70899
118.61040; -6.07331
119.31597; -6.38828
120.03707; -6.66261
120.77957; -6.89581
121.54369; -7.07435
122.32380; -7.20367
123.11646; -7.27768
123.91666; -7.30331
124.72077; -7.28244
125.52523; -7.21420
126.32480; -7.08900
127.11626; -6.91671
127.89488; -6.69408
128.65827; -6.42725
129.40346; -6.11748
130.12891; -5.76842
130.83309; -5.38183
131.52134; -4.95731
132.19757; -4.49139
132.85995; -3.98448
133.50506; -3.43626
134.12902; -2.84722
134.72979; -2.22051
135.30060; -1.55557
135.84251; -0.85912
136.34935; -0.13207
136.82175; 0.61942
137.25607; 1.39218
137.65305; 2.18043
138.01151; 2.97972
138.33388; 3.78416
138.61887; 4.59271
138.87192; 5.40525
139.09043; 6.22365
139.28225; 7.04677
139.44124; 7.87691
139.57287; 8.71356
139.67298; 9.55773
139.74550; 10.40913
139.78818; 11.26795
139.80434; 12.13395
139.79140; 13.00690
139.75022; 13.88630
139.68051; 14.77153
139.58235; 15.66182
139.45412; 16.55602
139.29568; 17.45296
139.11382; 18.35293
138.90903; 19.25525
138.67974; 20.15861
138.42768; 21.06244
138.14396; 21.96282
137.83812; 22.86127
137.51375; 23.75795
137.17106; 24.65189
136.81032; 25.54212
136.43428; 26.42864
136.04487; 27.31122
135.63757; 28.18672
135.21305; 29.05408
134.77965; 29.91595
134.33672; 30.77176
133.88155; 31.62036
133.41545; 32.46257
132.94121; 33.30013
132.45741; 34.13245
131.96507; 34.96031
131.46439; 35.78398
130.95913; 36.60596
130.44478; 37.42364
129.92039; 38.23649
129.38879; 39.04637
128.85056; 39.85377
128.30881; 40.66087
127.76392; 41.46809
127.21080; 42.27203
126.65157; 43.07416
126.09114; 43.87799
125.52946; 44.68359
124.96648; 45.49101
124.40217; 46.30027
123.83652; 47.11139
123.26951; 47.92437
122.70115; 48.73920
122.13143; 49.55588
121.56038; 50.37438
120.98800; 51.19470
120.41430; 52.01682
119.83929; 52.84073
119.26299; 53.66642
118.68599; 54.49307
118.10893; 55.31981
117.53180; 56.14664
116.95465; 56.97351
116.37748; 57.80040
115.80033; 58.62726
115.22322; 59.45406
114.64618; 60.28076
114.06925; 61.10732
113.49244; 61.93370
112.91578; 62.75984
112.33932; 63.58572
111.76308; 64.41126
111.18710; 65.23644
110.61141; 66.06120
110.03603; 66.88548
109.46102; 67.70924
108.88640; 68.53241
108.31221; 69.35496
107.73849; 70.17682
107.16527; 70.99794
106.59259; 71.81826
106.02048; 72.63773
105.44900; 73.45629
104.87816; 74.27388
104.30802; 75.09044
103.73861; 75.90593
103.16997; 76.72028
102.60214; 77.53344
102.03532; 78.34510
101.46956; 79.15521
100.90466; 79.96405
100.34042; 80.77193
99.77663; 81.57913
99.21309; 82.38598
98.64958; 83.19279
98.08368; 83.99834
97.51735; 84.80449
96.95037; 85.61157
96.38249; 86.41993
95.81032; 87.22768
95.23213; 88.03404
94.64591; 88.83802
94.05468; 89.64229
93.46051; 90.44321
92.86253; 91.23327
92.26001; 92.00989
91.65244; 92.77057
91.03897; 93.51250
90.41775; 94.23197
89.78901; 94.92699
89.15248; 95.59525
88.50690; 96.23359
87.85136; 96.83923
87.18652; 97.41133
86.51198; 97.94852
85.82621; 98.44844
85.12795; 98.90970
84.41509; 99.34132
83.68175; 99.74248
82.92971; 100.11039
82.16073; 100.44151
81.37731; 100.73288
80.58283; 100.98364
79.78004; 101.19060
78.97242; 101.35250
78.16223; 101.45571
77.35540; 101.50888
76.55605; 101.49997
75.76892; 101.44421
74.99732; 101.33994
74.24325; 101.19316
73.50813; 101.00511
72.78117; 100.78096
72.05019; 100.52054
71.31449; 100.21986
70.57345; 99.87901
69.83094; 99.49216
69.08805; 99.06147
68.34092; 98.59672
67.59284; 98.09645
66.85774; 97.54753
66.12914; 96.96441
65.41757; 96.34019
64.71511; 95.68931
64.03113; 95.00653
63.36082; 94.30166
62.71080; 93.57601
62.07910; 92.83656
61.46455; 92.08446
60.86459; 91.32201
60.27671; 90.55123
59.69721; 89.77498
59.12031; 88.99757
58.54354; 88.22032
57.96656; 87.44281
57.38909; 86.66467
56.81088; 85.88559
56.23175; 85.10528
55.65154; 84.32353
55.07013; 83.54014
54.48743; 82.75497
53.90338; 81.96791
53.31793; 81.17888
52.73107; 80.38783
52.14279; 79.59474
51.55309; 78.79961
50.96200; 78.00244
50.36953; 77.20327
49.77571; 76.40213
49.18058; 75.59907
48.58414; 74.79411
47.98644; 73.98729
47.38746; 73.17865
46.78723; 72.36818
46.18572; 71.55590
45.58380; 70.74302
44.98228; 69.93072
44.38194; 69.11839
43.78242; 68.30623
43.18539; 67.49296
42.58869; 66.68015
41.99303; 65.86727
41.39770; 65.05484
40.80272; 64.24287
40.20809; 63.43137
39.61384; 62.62037
39.01997; 61.80988
38.42652; 60.99993
37.83350; 60.19056
37.24094; 59.38180
36.64887; 58.57367
36.05731; 57.76622
35.46629; 56.95947
34.87583; 56.15347
34.28597; 55.34823
33.69671; 54.54381
33.10809; 53.74022
32.52011; 52.93750
31.93281; 52.13566
31.34619; 51.33473
30.76025; 50.53473
30.17501; 49.73566
29.59046; 48.93753
29.00659; 48.14034
28.42259; 47.34297
27.83764; 46.54426
27.25171; 45.74421
26.66480; 44.94278
26.07691; 44.13996
25.48803; 43.33576
24.89817; 42.53016
24.30732; 41.72319
23.71549; 40.91482
23.12268; 40.10507
22.52887; 39.29393
21.93405; 38.48138
21.33819; 37.66740
20.74126; 36.85194
20.14322; 36.03496
19.54609; 35.21743
18.95025; 34.40162
18.35566; 33.58747
17.76231; 32.77497
17.17022; 31.96411
16.57938; 31.15490
15.98981; 30.34735
15.40151; 29.54147
14.81450; 28.73728
14.22876; 27.93478
13.64428; 27.13395
13.06103; 26.33475
12.47894; 25.53714
11.89795; 24.74101
11.31868; 23.94726
10.74195; 23.15707
10.16796; 22.37078
9.59681; 21.58863
9.03264; 20.80806
8.48091; 20.02580
7.94620; 19.23943
7.42855; 18.44946
6.93540; 17.65214
6.46248; 16.85061
6.02219; 16.03901
5.60672; 15.22236
5.23324; 14.39355
4.88932; 13.55968
4.58582; 12.71731
4.31900; 11.86932
4.09869; 11.01374
3.91213; 10.15598
3.72958; 9.30333
3.54759; 8.45313
3.36533; 7.60152
3.18208; 6.74353
2.99768; 5.87572
2.81169; 4.98680
2.62548; 4.09169
2.44014; 3.11165
2.24929; 2.28903
2.15593; 0.78011
2.08707; -0.32843
