# path_x; path_y
129.69079; -158.21833
129.67540; -157.31961
129.62608; -156.41617
129.54221; -155.50999
129.42475; -154.60312
129.27378; -153.69786
129.09148; -152.79620
128.88201; -151.89956
128.64547; -151.00923
128.38096; -150.12533
128.09084; -149.24712
127.77564; -148.37449
127.43752; -147.50675
127.07870; -146.64312
126.69834; -145.78414
126.29670; -144.93007
125.87865; -144.07894
125.44544; -143.23037
124.99083; -142.38814
124.51672; -141.55201
124.03170; -140.71772
123.53641; -139.88530
123.02893; -139.05642
122.51478; -138.22921
121.99882; -137.40154
121.48179; -136.57262
120.96382; -135.74212
120.44496; -134.90980
119.92513; -134.07556
119.40427; -133.23935
118.88233; -132.40117
118.35927; -131.56104
117.83507; -130.71902
117.30973; -129.87516
116.78327; -129.02955
116.25574; -128.18225
115.72720; -127.33333
115.19780; -126.48282
114.66816; -125.63136
114.13861; -124.77975
113.60904; -123.92805
113.07942; -123.07631
112.54975; -122.22451
112.02004; -121.37268
111.49030; -120.52082
110.96054; -119.66894
110.43075; -118.81703
109.90095; -117.96512
109.37115; -117.11321
108.84134; -116.26131
108.31154; -115.40943
107.78175; -114.55758
107.25198; -113.70576
106.72224; -112.85399
106.19254; -112.00228
105.66287; -111.15063
105.13326; -110.29906
104.60370; -109.44758
104.07421; -108.59620
103.54479; -107.74493
103.01545; -106.89377
102.48620; -106.04275
101.95704; -105.19186
101.42798; -104.34113
100.89903; -103.49055
100.37020; -102.64014
99.84147; -101.78992
99.31284; -100.93988
98.78429; -100.09000
98.25584; -99.24024
97.72747; -98.39062
97.19920; -97.54111
96.67100; -96.69172
96.14289; -95.84243
95.61485; -94.99324
95.08687; -94.14414
94.55896; -93.29514
94.03111; -92.44621
93.50332; -91.59735
92.97557; -90.74857
92.44787; -89.89985
91.92022; -89.05118
91.39260; -88.20256
90.86501; -87.35399
90.33745; -86.50545
89.80991; -85.65695
89.28239; -84.80847
88.75489; -83.96001
88.22739; -83.11157
87.69990; -82.26314
87.17241; -81.41471
86.64492; -80.56628
86.11742; -79.71783
85.58991; -78.86938
85.06238; -78.02090
84.53483; -77.17240
84.00725; -76.32386
83.47964; -75.47528
82.95200; -74.62667
82.42432; -73.77800
81.89659; -72.92927
81.36882; -72.08048
80.84099; -71.23162
80.31310; -70.38268
79.78516; -69.53367
79.25714; -68.68456
78.72905; -67.83536
78.20089; -66.98606
77.67265; -66.13665
77.14432; -65.28712
76.61590; -64.43747
76.08739; -63.58769
75.55877; -62.73778
75.03005; -61.88772
74.50123; -61.03751
73.97229; -60.18714
73.44323; -59.33660
72.91404; -58.48589
72.38473; -57.63499
71.85528; -56.78390
71.32570; -55.93261
70.79598; -55.08112
70.26611; -54.22940
69.73607; -53.37747
69.20577; -52.52537
68.67549; -51.67375
68.14578; -50.82321
67.61681; -49.97391
67.08869; -49.12598
66.56149; -48.27960
66.03530; -47.43491
65.51018; -46.59204
64.98621; -45.75107
64.46350; -44.91204
63.94229; -44.07489
63.42327; -43.23922
62.90948; -42.40320
62.40437; -41.56486
61.90878; -40.72386
61.42182; -39.88087
60.94105; -39.03740
60.46939; -38.19182
60.01181; -37.34154
59.56610; -36.48797
59.13043; -35.63214
58.70674; -34.77313
58.29620; -33.91045
57.89895; -33.04412
57.51598; -32.17375
57.14645; -31.29977
56.79030; -30.42219
56.44928; -29.54026
56.12394; -28.65379
55.81282; -27.76324
55.51660; -26.86825
55.23815; -25.96680
54.97598; -25.05862
54.72765; -24.14476
54.49359; -23.22536
54.27305; -22.30088
54.06782; -21.37119
53.87954; -20.43634
53.70706; -19.49696
53.55017; -18.55347
53.40771; -17.60641
53.27900; -16.65617
53.16592; -15.70285
53.06894; -14.74678
52.98780; -13.78840
52.92275; -12.82809
52.87707; -11.86614
52.84826; -10.90318
52.82911; -9.93969
52.82354; -8.97582
52.83759; -8.01205
52.86947; -7.04888
52.91773; -6.08673
52.98246; -5.12606
53.06434; -4.16737
53.16138; -3.21094
53.27335; -2.25712
53.40155; -1.30648
53.54584; -0.35945
53.70495; 0.58374
53.87982; 1.52260
54.07501; 2.45597
54.28580; 3.38452
54.50421; 4.31001
54.73549; 5.23131
54.98672; 6.14643
55.25418; 7.05607
55.53568; 7.96069
55.83192; 8.85999
56.14252; 9.75395
56.46802; 10.64226
56.80842; 11.52479
57.16314; 12.40163
57.53207; 13.27272
57.91533; 14.13789
58.31295; 14.99702
58.72450; 15.85022
59.15027; 16.69725
59.58952; 17.53840
60.04315; 18.37313
60.51254; 19.20051
60.99661; 20.02100
61.49425; 20.83516
62.00587; 21.64268
62.53139; 22.44352
63.07134; 23.23725
63.62611; 24.02347
64.19593; 24.80188
64.78103; 25.57214
65.38048; 26.33162
65.99357; 27.07612
66.62098; 27.80277
67.26225; 28.50964
67.91708; 29.19471
68.58491; 29.85622
69.26583; 30.49186
69.95865; 31.10075
70.66268; 31.68182
71.37806; 32.23324
72.10427; 32.75435
72.84082; 33.24500
73.58802; 33.70459
74.34660; 34.13241
75.11730; 34.52869
75.90341; 34.89544
76.70867; 35.22693
77.53271; 35.51239
78.37001; 35.75466
79.21527; 35.96024
80.06669; 36.12192
80.92160; 36.22906
81.77491; 36.28390
82.62223; 36.28985
83.45987; 36.24688
84.28421; 36.15412
85.09176; 36.01124
85.87918; 35.81806
86.64467; 35.57843
87.39248; 35.29071
88.12745; 34.95308
88.84894; 34.56732
89.55620; 34.13567
90.24795; 33.65985
90.92138; 33.14013
91.57750; 32.58219
92.21746; 31.99089
92.83880; 31.36695
93.44068; 30.71318
94.01776; 30.02877
94.56658; 29.31547
95.08516; 28.57649
95.57206; 27.81549
96.03335; 27.04045
96.47925; 26.25608
96.92266; 25.46395
97.37159; 24.66436
97.82724; 23.85482
98.28985; 23.03331
98.76000; 22.19883
99.23777; 21.35090
99.72293; 20.48961
100.21492; 19.61557
100.71300; 18.72981
101.21627; 17.83378
101.72372; 16.92924
102.23429; 16.01824
102.74691; 15.10302
103.26048; 14.18594
103.77391; 13.26939
104.28610; 12.35564
104.79597; 11.44684
105.30250; 10.54503
105.80472; 9.65203
106.30171; 8.76940
106.79268; 7.89841
107.27693; 7.03988
107.75399; 6.19424
108.22363; 5.36140
108.68595; 4.54073
109.14155; 3.73111
109.59156; 2.93087
110.03775; 2.13788
110.48634; 1.35169
110.94936; 0.57399
111.43766; -0.18937
111.95569; -0.93144
112.50393; -1.64719
113.07849; -2.33490
113.67865; -2.99048
114.30012; -3.61334
114.93892; -4.20365
115.59688; -4.75562
116.27225; -5.26727
116.96293; -5.73776
117.66811; -6.16524
118.38917; -6.54391
119.12515; -6.87201
119.87769; -7.15774
120.65165; -7.39983
121.44656; -7.58762
122.25812; -7.71950
123.08149; -7.79695
123.91218; -7.82329
124.74650; -7.80249
125.58085; -7.73122
126.41044; -7.60409
127.23098; -7.42390
128.03891; -7.19416
128.83115; -6.91767
129.60506; -6.59686
130.35889; -6.23480
131.09108; -5.83332
131.80601; -5.39247
132.50677; -4.90947
133.19165; -4.38495
133.85737; -3.81873
134.50020; -3.21144
135.11821; -2.56625
135.70596; -1.88363
136.26122; -1.16749
136.78185; -0.42185
137.26597; 0.34910
137.71170; 1.14114
138.11881; 1.94920
138.48733; 2.76836
138.81776; 3.59374
139.11126; 4.42305
139.37031; 5.25690
139.59648; 6.09578
139.79120; 6.94013
139.95512; 7.79052
140.08865; 8.64738
140.19158; 9.51103
140.26477; 10.38148
140.30867; 11.25867
140.32428; 12.14243
140.31078; 13.03243
140.26853; 13.92821
140.19731; 14.82911
140.09727; 15.73437
139.96682; 16.64285
139.80589; 17.55340
139.62131; 18.46630
139.41362; 19.38091
139.18251; 20.29628
138.92605; 21.21085
138.63961; 22.12191
138.32993; 23.03015
138.00223; 23.93626
137.65618; 24.83914
137.29208; 25.73784
136.91275; 26.63239
136.51999; 27.52256
136.10943; 28.40525
135.68208; 29.27962
135.24511; 30.14779
134.79903; 31.00983
134.34074; 31.86438
133.87183; 32.71241
133.39434; 33.55523
132.90764; 34.39270
132.41243; 35.22539
131.90988; 36.05416
131.40112; 36.87992
130.88424; 37.70163
130.35758; 38.51833
129.82357; 39.33162
129.28403; 40.14279
128.74063; 40.95310
128.19273; 41.76224
127.63794; 42.56864
127.07790; 43.37348
126.51553; 44.17885
125.95175; 44.98551
125.38677; 45.79367
124.82069; 46.60347
124.25356; 47.41495
123.68535; 48.22813
123.11603; 49.04298
122.54561; 49.85947
121.97406; 50.67759
121.40138; 51.49730
120.82758; 52.31859
120.25268; 53.14147
119.67678; 53.96599
119.10049; 54.79154
118.52421; 55.61731
117.94787; 56.44323
117.37146; 57.26924
116.79502; 58.09531
116.21856; 58.92141
115.64213; 59.74749
115.06574; 60.57353
114.48943; 61.39947
113.91322; 62.22528
113.33715; 63.05091
112.76125; 63.87631
112.18555; 64.70144
111.61008; 65.52625
111.03487; 66.35068
110.45997; 67.17468
109.88539; 67.99821
109.31119; 68.82121
108.73739; 69.64362
108.16402; 70.46540
107.59114; 71.28647
107.01876; 72.10680
106.44694; 72.92631
105.87570; 73.74497
105.30509; 74.56270
104.73514; 75.37945
104.16590; 76.19518
103.59741; 77.00982
103.02975; 77.82335
102.46314; 78.63556
101.89756; 79.44639
101.33278; 80.25613
100.76860; 81.06507
100.20480; 81.87350
99.64108; 82.68168
99.07665; 83.48950
98.51075; 84.29692
97.94364; 85.10458
97.37549; 85.91310
96.80548; 86.72242
96.23205; 87.53193
95.65248; 88.34015
95.06520; 89.14640
94.47234; 89.95272
93.87581; 90.75615
93.27486; 91.55015
92.66835; 92.33185
92.05585; 93.09884
91.43619; 93.84808
90.80767; 94.57603
90.17031; 95.28057
89.52373; 95.95937
88.86653; 96.60918
88.19769; 97.22713
87.51769; 97.81223
86.82605; 98.36296
86.12111; 98.87673
85.40196; 99.35255
84.66610; 99.79673
83.90973; 100.20984
83.13416; 100.58851
82.34112; 100.92921
81.53306; 101.22901
80.71329; 101.48701
79.88474; 101.70108
79.05014; 101.86666
78.21269; 101.97646
77.37713; 102.02842
76.54844; 102.02214
75.73118; 101.96284
74.92844; 101.85634
74.14274; 101.70336
73.37522; 101.50784
72.61687; 101.27433
71.85710; 101.00336
71.09503; 100.69186
70.33065; 100.33885
69.56706; 99.94023
68.80539; 99.49802
68.04158; 99.02215
67.27897; 98.51105
66.52810; 97.95568
65.79116; 97.35960
65.06766; 96.72918
64.35888; 96.06813
63.66640; 95.37965
62.99117; 94.66740
62.33540; 93.93636
61.69877; 93.19117
61.07931; 92.43375
60.47474; 91.66614
59.88253; 90.89040
59.29884; 90.10951
58.71847; 89.32731
58.13906; 88.54506
57.55980; 87.76274
56.98021; 86.98016
56.39997; 86.19702
55.81892; 85.41305
55.23690; 84.62802
54.65381; 83.84171
54.06956; 83.05397
53.48413; 82.26468
52.89747; 81.47374
52.30955; 80.68112
51.72037; 79.88681
51.12992; 79.09079
50.53821; 78.29309
49.94526; 77.49374
49.35110; 76.69276
48.75577; 75.89021
48.15928; 75.08611
47.56167; 74.28050
46.96296; 73.47340
46.36315; 72.66481
45.76216; 71.85481
45.16067; 71.04440
44.55995; 70.23415
43.96043; 69.42367
43.36233; 68.61274
42.76579; 67.80122
42.17028; 66.98945
41.57527; 66.17784
40.98061; 65.36647
40.38625; 64.55542
39.79215; 63.74473
39.19832; 62.93443
38.60477; 62.12456
38.01152; 61.31513
37.41861; 60.50616
36.82606; 59.69769
36.23390; 58.88976
35.64216; 58.08239
35.05086; 57.27561
34.46002; 56.46947
33.86968; 55.66400
33.27986; 54.85922
32.69057; 54.05516
32.10184; 53.25186
31.51368; 52.44934
30.92611; 51.64760
30.33914; 50.84668
29.75277; 50.04658
29.16703; 49.24727
28.58203; 48.44869
27.99720; 47.64978
27.41172; 46.84970
26.82545; 46.04848
26.23835; 45.24614
25.65042; 44.44267
25.06165; 43.63806
24.47204; 42.83232
23.88160; 42.02544
23.29032; 41.21743
22.69821; 40.40828
22.10526; 39.59798
21.51148; 38.78650
20.91686; 37.97380
20.32139; 37.15982
19.72524; 36.34435
19.12946; 35.52866
18.53496; 34.71417
17.94153; 33.90096
17.34913; 33.08905
16.75771; 32.27847
16.16727; 31.46923
15.57783; 30.66136
14.98938; 29.85486
14.40194; 29.04974
13.81550; 28.24601
13.23003; 27.44367
12.64547; 26.64269
12.06174; 25.84305
11.47864; 25.04474
10.89658; 24.24856
10.31649; 23.45542
9.73888; 22.66542
9.16482; 21.87813
8.59698; 21.09198
8.04123; 20.30344
7.50147; 19.51046
6.97985; 18.71227
6.47974; 17.90748
6.00368; 17.09537
5.55475; 16.27510
5.13707; 15.44558
4.75497; 14.60598
4.40848; 13.75768
4.09803; 12.90180
3.82721; 12.03827
3.59959; 11.16738
3.41025; 10.29206
3.25324; 9.41459
3.12300; 8.53601
3.01465; 7.65624
2.92520; 6.77340
2.85206; 5.88672
2.78771; 4.98766
2.72607; 4.09273
2.67033; 3.11970
2.62915; 2.34299
2.71261; 0.74605
2.50940; -0.38057
