# track_x; track_y
-2.58561; -125.77123
-3.51333; -126.14585
-4.44094; -126.52062
-5.36845; -126.89555
-6.29587; -127.27062
-7.22320; -127.64582
-8.15043; -128.02114
-9.07757; -128.39658
-10.00462; -128.77211
-10.93159; -129.14772
-11.85847; -129.52342
-12.78528; -129.89918
-13.71200; -130.27500
-14.63864; -130.65087
-15.56521; -131.02677
-16.49171; -131.40269
-17.41813; -131.77863
-18.34449; -132.15457
-19.27078; -132.53051
-20.19700; -132.90642
-21.12316; -133.28231
-22.04926; -133.65816
-22.97530; -134.03396
-23.90129; -134.40969
-24.82722; -134.78536
-25.75310; -135.16094
-26.67892; -135.53643
-27.60470; -135.91182
-28.53044; -136.28709
-29.45613; -136.66224
-30.38178; -137.03725
-31.30739; -137.41212
-32.23296; -137.78683
-33.15849; -138.16137
-34.08400; -138.53574
-35.00947; -138.90992
-35.93491; -139.28389
-36.86033; -139.65766
-37.78571; -140.03122
-38.71095; -140.40513
-39.63578; -140.78056
-40.55993; -141.15872
-41.48314; -141.54082
-42.40514; -141.92807
-43.32567; -142.32170
-44.24445; -142.72290
-45.16121; -143.13289
-46.07570; -143.55289
-46.98765; -143.98410
-47.89681; -144.42760
-48.80401; -144.88005
-49.71124; -145.33308
-50.62060; -145.77802
-51.53416; -146.20622
-52.45399; -146.60902
-53.38218; -146.97776
-54.32079; -147.30377
-55.27192; -147.57839
-56.23762; -147.79298
-57.21982; -147.93897
-58.21546; -148.01112
-59.21589; -148.00789
-60.21215; -147.92795
-61.19528; -147.76996
-62.15632; -147.53260
-63.08630; -147.21453
-63.97628; -146.81441
-64.81730; -146.33093
-65.60038; -145.76274
-66.31670; -145.10871
-66.96066; -144.37311
-67.53018; -143.56607
-68.02340; -142.69805
-68.43843; -141.77949
-68.77338; -140.82086
-69.02639; -139.83259
-69.19556; -138.82514
-69.27903; -137.80896
-69.27490; -136.79449
-69.18145; -135.79203
-69.00093; -134.80775
-68.73980; -133.84343
-68.40475; -132.90067
-68.00243; -131.98105
-67.53951; -131.08615
-67.02267; -130.21756
-66.45858; -129.37687
-65.85390; -128.56566
-65.21531; -127.78550
-64.54942; -127.03786
-63.86161; -126.32066
-63.15591; -125.62820
-62.43635; -124.95460
-61.70690; -124.29398
-60.97157; -123.64047
-60.23435; -122.98819
-59.49925; -122.33125
-58.77025; -121.66379
-58.05135; -120.97993
-57.34643; -120.27396
-56.65637; -119.54471
-55.97901; -118.79560
-55.31203; -118.03025
-54.65311; -117.25231
-53.99995; -116.46541
-53.35024; -115.67320
-52.70165; -114.87929
-52.05188; -114.08734
-51.39861; -113.30098
-50.73953; -112.52384
-50.07233; -111.75956
-49.39470; -111.01177
-48.70431; -110.28411
-47.99887; -109.58022
-47.27605; -108.90374
-46.53355; -108.25829
-45.76905; -107.64752
-44.98023; -107.07506
-44.16479; -106.54454
-43.32053; -106.05955
-42.44779; -105.62214
-41.54947; -105.23290
-40.62857; -104.89233
-39.68810; -104.60095
-38.73107; -104.35928
-37.76047; -104.16781
-36.77931; -104.02707
-35.79060; -103.93757
-34.79733; -103.89981
-33.80253; -103.91432
-32.80910; -103.98140
-31.81828; -104.09710
-30.82962; -104.25327
-29.84260; -104.44162
-28.85673; -104.65382
-27.87147; -104.88157
-26.88633; -105.11656
-25.90078; -105.35048
-24.91432; -105.57502
-23.92644; -105.78186
-22.93664; -105.96291
-21.94481; -106.11459
-20.95124; -106.23767
-19.95620; -106.33311
-18.96000; -106.40186
-17.96292; -106.44487
-16.96525; -106.46311
-15.96728; -106.45751
-14.96929; -106.42903
-13.97159; -106.37864
-12.97445; -106.30727
-11.97817; -106.21589
-10.98303; -106.10545
-9.98933; -105.97689
-8.99736; -105.83118
-8.00740; -105.66927
-7.01975; -105.49211
-6.03469; -105.30065
