# traj_x; traj_y
-0.36671; -2.31391
0.38647; -2.46122
1.67173; -2.62355
2.81384; -2.58201
3.90334; -2.53322
4.94075; -2.49013
5.95277; -2.45306
6.95397; -2.41927
7.95268; -2.38703
8.95282; -2.35524
9.95519; -2.32364
10.95832; -2.29328
11.95826; -2.26519
12.95402; -2.23794
13.94704; -2.21077
14.93846; -2.18357
15.92939; -2.15638
16.92086; -2.12918
17.91387; -2.10197
18.90933; -2.07473
19.90820; -2.04749
20.91133; -2.02048
21.91854; -1.99391
22.92858; -1.96753
23.94055; -1.94120
24.95346; -1.91490
25.96639; -1.88865
26.97836; -1.86244
27.98845; -1.83626
28.99571; -1.81010
29.99919; -1.78391
30.99798; -1.75762
31.99186; -1.73117
32.98212; -1.70457
33.97015; -1.67786
34.95736; -1.65104
35.94517; -1.62416
36.93500; -1.59727
37.92828; -1.57047
38.92641; -1.54391
39.93089; -1.51793
40.94276; -1.49337
41.95952; -1.47076
42.97705; -1.44913
43.99341; -1.42777
45.00638; -1.40608
46.01389; -1.38325
47.01396; -1.35813
48.00481; -1.32884
48.98480; -1.29042
49.95221; -1.23789
50.90547; -1.17142
51.84338; -1.09110
52.76492; -0.99400
53.66919; -0.87699
54.55555; -0.73722
55.42367; -0.57218
56.27363; -0.37956
57.10595; -0.15687
57.92139; 0.09890
58.72076; 0.39195
59.50043; 0.73476
60.25449; 1.14080
60.98043; 1.61480
61.67089; 2.15461
62.32082; 2.74825
62.92954; 3.38247
63.49383; 4.04921
64.01101; 4.74140
64.47981; 5.45223
64.90042; 6.17588
65.27383; 6.90764
65.60182; 7.64697
65.89018; 8.40663
66.14419; 9.19826
66.36343; 10.02339
66.54570; 10.88232
66.68817; 11.77300
66.78834; 12.69157
66.84458; 13.63293
66.85640; 14.59117
66.82449; 15.55998
66.75054; 16.53317
66.63674; 17.50694
66.48598; 18.48053
66.30183; 19.45296
66.08839; 20.42345
65.85051; 21.39154
65.59385; 22.35730
65.32502; 23.32141
65.05163; 24.28512
64.78252; 25.25025
64.52816; 26.21916
64.30156; 27.19458
64.11414; 28.17872
63.95258; 29.16723
63.79481; 30.15424
63.63639; 31.13992
63.47772; 32.12565
63.31858; 33.11244
63.15884; 34.10118
62.99846; 35.09262
62.83709; 36.08757
62.67367; 37.08584
62.50901; 38.08289
62.34693; 39.07447
62.19020; 40.05960
62.04164; 41.03694
61.90442; 42.00563
61.78213; 42.96519
61.67865; 43.91555
61.59792; 44.85703
61.54379; 45.79025
61.51994; 46.71669
61.52981; 47.63745
61.57593; 48.54859
61.66171; 49.44400
61.79851; 50.31643
61.99613; 51.15670
62.25282; 51.95681
62.56390; 52.71047
62.92166; 53.41516
63.31510; 54.07365
63.74067; 54.69561
64.21219; 55.30168
64.74093; 55.90470
65.32916; 56.50112
65.97812; 57.08475
66.68587; 57.64742
67.44788; 58.18091
68.25754; 58.67785
69.10672; 59.13211
69.98652; 59.53935
70.88624; 59.89698
71.79321; 60.20276
72.70159; 60.45602
73.60996; 60.65896
74.51666; 60.81445
75.42077; 60.92562
76.32211; 60.99563
77.22130; 61.02751
78.11978; 61.02399
79.01983; 60.98741
79.92418; 60.91998
80.83159; 60.82425
81.73578; 60.70037
82.62863; 60.53567
83.49805; 60.31181
84.33180; 60.02292
85.11986; 59.67329
85.85612; 59.27407
86.54067; 58.84039
87.17591; 58.38237
87.76810; 57.90030
88.33486; 57.38124
88.88846; 56.81499
89.42804; 56.19947
89.95045; 55.53276
90.45046; 54.81541
90.92232; 54.05001
91.36051; 53.24104
91.76033; 52.39431
92.11807; 51.51673
92.43087; 50.61509
92.69761; 49.69236
92.91917; 48.74918
93.09621; 47.78817
93.22953; 46.81242
93.32052; 45.82534
93.37136; 44.83035
93.38504; 43.83052
93.36534; 42.82843
93.31681; 41.82599
93.24506; 40.82426
93.15733; 39.82363
93.06122; 38.82438
92.96305; 37.82618
92.87118; 36.82823
92.79599; 35.82991
92.74939; 34.83075
92.74216; 33.83048
92.76272; 32.82978
92.78766; 31.82952
92.81140; 30.82963
92.83523; 29.82980
92.85884; 28.82985
92.88233; 27.82976
92.90578; 26.82956
92.92918; 25.82925
92.95254; 24.82887
92.97586; 23.82844
92.99916; 22.82796
93.02241; 21.82747
93.04562; 20.82698
93.06880; 19.82650
93.09197; 18.82605
93.11513; 17.82565
93.13828; 16.82531
93.16144; 15.82505
93.18458; 14.82486
93.20773; 13.82478
93.23088; 12.82480
93.25404; 11.82494
93.27724; 10.82520
93.30061; 9.82556
93.32422; 8.82574
93.34792; 7.82556
93.37164; 6.82503
93.39538; 5.82413
93.41912; 4.82287
93.44287; 3.82124
93.46661; 2.81924
93.49036; 1.81684
93.51409; 0.81404
93.53781; -0.18921
93.56151; -1.19295
93.58518; -2.19725
93.60880; -3.20219
93.63237; -4.20789
93.65587; -5.21448
93.67930; -6.22212
93.70266; -7.23102
93.72593; -8.24136
93.74881; -9.25359
93.77027; -10.26707
93.79014; -11.27730
93.81011; -12.28077
93.83123; -13.27678
93.85448; -14.26423
93.88116; -15.24234
93.91303; -16.21065
93.95237; -17.16912
94.00196; -18.11819
94.06519; -19.05873
94.14595; -19.99228
94.24803; -20.91916
94.37366; -21.83580
94.53413; -22.73584
94.74038; -23.61162
94.98718; -24.45855
95.27829; -25.27031
95.62145; -26.03817
96.01376; -26.75740
96.44398; -27.42909
96.90374; -28.06322
97.40109; -28.67733
97.94264; -29.28204
98.52935; -29.87685
99.16238; -30.45996
99.84116; -31.02807
100.56364; -31.57756
101.32643; -32.10504
102.12504; -32.60774
102.95427; -33.08384
103.80825; -33.53238
104.68192; -33.95330
105.57425; -34.34910
106.48496; -34.72467
107.41131; -35.08457
108.35018; -35.43389
109.29772; -35.77885
110.24952; -36.12709
111.20059; -36.48778
112.14511; -36.87168
113.07801; -37.28043
113.99762; -37.69915
114.90529; -38.11707
115.80186; -38.53268
116.68678; -38.94689
117.55971; -39.36182
118.42018; -39.78037
119.26763; -40.20608
120.10126; -40.64301
120.92008; -41.09540
121.72301; -41.56739
122.50883; -42.06257
123.27390; -42.58298
124.01281; -43.12790
124.71691; -43.70098
125.38547; -44.29528
126.01672; -44.90745
126.59466; -45.54840
127.11033; -46.21871
127.56069; -46.91391
127.94404; -47.62923
128.26711; -48.36146
128.54280; -49.11563
128.77570; -49.89413
128.96476; -50.69292
129.10889; -51.50860
129.20720; -52.33697
129.25940; -53.17383
129.26578; -54.01518
129.22702; -54.85805
129.14391; -55.69942
129.01442; -56.54129
128.83211; -57.39723
128.59340; -58.27478
128.29735; -59.16877
127.94361; -60.07165
127.53415; -60.97430
127.07301; -61.86817
126.56561; -62.74627
126.01798; -63.60362
125.43608; -64.43812
124.82666; -65.25032
124.19444; -66.04134
123.53916; -66.81362
122.86146; -67.57229
122.16449; -68.32328
121.45505; -69.07256
120.74431; -69.82102
120.04426; -70.56729
119.36692; -71.31327
118.72394; -72.06095
118.12217; -72.81492
117.55002; -73.57612
116.98637; -74.33499
116.41929; -75.08180
115.84208; -75.81053
115.24887; -76.51475
114.63396; -77.18727
113.99231; -77.82002
113.32003; -78.40474
112.61561; -78.93272
111.88444; -79.40942
111.12811; -79.85457
110.34444; -80.27886
109.53461; -80.68488
108.69914; -81.07492
107.83958; -81.45129
106.95821; -81.81705
106.05792; -82.17620
105.14221; -82.53400
104.21531; -82.89719
103.28159; -83.27419
102.34439; -83.66301
101.40872; -84.05351
100.47727; -84.44310
99.54892; -84.83169
98.62340; -85.21931
97.70026; -85.60610
96.77910; -85.99214
95.85952; -86.37757
94.94112; -86.76253
94.02352; -87.14714
93.10612; -87.53149
92.18815; -87.91584
91.26939; -88.30043
90.34993; -88.68528
89.42980; -89.07038
88.50906; -89.45573
87.58773; -89.84131
86.66585; -90.22710
85.74347; -90.61307
84.82063; -90.99923
83.89738; -91.38555
82.97374; -91.77201
82.04978; -92.15860
81.12552; -92.54530
80.20102; -92.93209
79.27632; -93.31897
78.35146; -93.70590
77.42649; -94.09289
76.50145; -94.47990
75.57638; -94.86693
74.65135; -95.25397
73.72643; -95.64101
72.80162; -96.02802
71.87691; -96.41499
70.95231; -96.80193
70.02781; -97.18882
69.10342; -97.57568
68.17912; -97.96250
67.25491; -98.34929
66.33080; -98.73604
65.40679; -99.12275
64.48286; -99.50943
63.55901; -99.89608
62.63526; -100.28270
61.71158; -100.66928
60.78798; -101.05584
59.86446; -101.44236
58.94102; -101.82886
58.01764; -102.21532
57.09434; -102.60176
56.17110; -102.98818
55.24793; -103.37456
54.32482; -103.76093
53.40176; -104.14727
52.47876; -104.53358
51.55582; -104.91988
50.63293; -105.30615
49.71008; -105.69240
48.78728; -106.07864
47.86451; -106.46486
46.94179; -106.85106
46.01910; -107.23725
45.09644; -107.62342
44.17381; -108.00958
43.25121; -108.39573
42.32863; -108.78186
41.40607; -109.16799
40.48352; -109.55411
39.56099; -109.94023
38.63846; -110.32634
37.71594; -110.71245
36.79342; -111.09858
35.87088; -111.48471
34.94833; -111.87084
34.02576; -112.25698
33.10319; -112.64313
32.18060; -113.02928
31.25800; -113.41543
30.33538; -113.80159
29.41275; -114.18775
28.49011; -114.57392
27.56746; -114.96009
26.64479; -115.34627
25.72211; -115.73246
24.79942; -116.11864
23.87672; -116.50484
22.95401; -116.89104
22.03128; -117.27724
21.10855; -117.66345
20.18581; -118.04966
19.26306; -118.43588
18.34029; -118.82210
17.41753; -119.20832
16.49475; -119.59455
15.57197; -119.98078
14.64918; -120.36701
13.72639; -120.75325
12.80360; -121.13948
11.88080; -121.52572
10.95801; -121.91196
10.03521; -122.29821
9.11241; -122.68445
8.18961; -123.07069
7.26682; -123.45693
6.34403; -123.84317
5.42124; -124.22941
4.49847; -124.61565
3.57569; -125.00188
2.65293; -125.38812
1.73018; -125.77435
0.80744; -126.16057
-0.11529; -126.54679
-1.03801; -126.93301
-1.96071; -127.31922
-2.88339; -127.70542
-3.80606; -128.09162
-4.72870; -128.47781
-5.65133; -128.86399
-6.57393; -129.25016
-7.49651; -129.63633
-8.41906; -130.02248
-9.34159; -130.40862
-10.26409; -130.79475
-11.18656; -131.18088
-12.10900; -131.56698
-13.03140; -131.95308
-13.95377; -132.33916
-14.87611; -132.72523
-15.79841; -133.11128
-16.72067; -133.49732
-17.64288; -133.88333
-18.56506; -134.26934
-19.48719; -134.65532
-20.40928; -135.04129
-21.33132; -135.42723
-22.25331; -135.81316
-23.17526; -136.19907
-24.09715; -136.58496
-25.01898; -136.97082
-25.94076; -137.35668
-26.86248; -137.74252
-27.78413; -138.12835
-28.70572; -138.51418
-29.62723; -138.90002
-30.54866; -139.28589
-31.46999; -139.67181
-32.39121; -140.05781
-33.31231; -140.44392
-34.23327; -140.83021
-35.15405; -141.21668
-36.07476; -141.60334
-36.99501; -141.98977
-37.91343; -142.37538
-38.82941; -142.76021
-39.74324; -143.14436
-40.65520; -143.52768
-41.56572; -143.90986
-42.47521; -144.29082
-43.38271; -144.67389
-44.28779; -145.06092
-45.19430; -145.44537
-46.10588; -145.81953
-47.02913; -146.18198
-47.97659; -146.53190
-48.95316; -146.86125
-49.95563; -147.16121
-50.98321; -147.41709
-52.02651; -147.62875
-53.08019; -147.78555
-54.13697; -147.87917
-55.18726; -147.90797
-56.22388; -147.86669
-57.23804; -147.77440
-58.22930; -147.61162
-59.18910; -147.36010
-60.10383; -147.02375
-60.96052; -146.61245
-61.75018; -146.14661
-62.46941; -145.64769
-63.11787; -145.12911
-63.69903; -144.59981
-64.21841; -144.06486
-64.68949; -143.51746
-65.13332; -142.93844
-65.55814; -142.31669
-65.96034; -141.65057
-66.33487; -140.93992
-66.67553; -140.18777
-66.97656; -139.39907
-67.23321; -138.58000
-67.44217; -137.73665
-67.60121; -136.87531
-67.70758; -135.99638
-67.75808; -135.09084
-67.74981; -134.15397
-67.67869; -133.18893
-67.54034; -132.20189
-67.33183; -131.20176
-67.05243; -130.19872
-66.70365; -129.20320
-66.28912; -128.22516
-65.81386; -127.27365
-65.28415; -126.35744
-64.70698; -125.48298
-64.08862; -124.65278
-63.43465; -123.86781
-62.75040; -123.12806
-62.04047; -122.43216
-61.30839; -121.77742
-60.55631; -121.15992
-59.78454; -120.57429
-58.99254; -120.01416
-58.17601; -119.46815
-57.32753; -118.92487
-56.44630; -118.38135
-55.53836; -117.83607
-54.61316; -117.28577
-53.68321; -116.72640
-52.76311; -116.15314
-51.86834; -115.56061
-51.01376; -114.94324
-50.20699; -114.29982
-49.43476; -113.64496
-48.67906; -112.99703
-47.93452; -112.36376
-47.20268; -111.74623
-46.48530; -111.14408
-45.78170; -110.55780
-45.09036; -109.98704
-44.40613; -109.43404
-43.71861; -108.90704
-43.01856; -108.41558
-42.30289; -107.95374
-41.56177; -107.52124
-40.78660; -107.13508
-39.97922; -106.80550
-39.14696; -106.52764
-38.29781; -106.28766
-37.43488; -106.08072
-36.55979; -105.90465
-35.67369; -105.75725
-34.77679; -105.63592
-33.86949; -105.53810
-32.94712; -105.46204
-31.99973; -105.40427
-31.02386; -105.35829
-30.02153; -105.31677
-28.99533; -105.27088
-27.94891; -105.20932
-26.88991; -105.13153
-25.83033; -105.04927
-24.78054; -104.96686
-23.74926; -104.88347
-22.74072; -104.79699
-21.75052; -104.70838
-20.77372; -104.61998
-19.80801; -104.53219
-18.85060; -104.44504
-17.89920; -104.35846
-16.95173; -104.27235
-16.00640; -104.18659
-15.06166; -104.10107
-14.11619; -104.01565
-13.16889; -103.93015
-12.21892; -103.84401
-11.26593; -103.75429
-10.31000; -103.65786
-9.35075; -103.55665
-8.38849; -103.44859
-7.42684; -103.31531
-6.47010; -103.14072
-5.51673; -102.94004
-4.56416; -102.72896
-3.61398; -102.50364
-2.66657; -102.26574
-1.72101; -102.01963
-0.77964; -101.75612
0.15512; -101.46743
1.08649; -101.16593
2.01805; -100.86360
2.95021; -100.56084
3.88321; -100.25773
4.81727; -99.95430
5.75254; -99.65054
6.68916; -99.34641
7.62715; -99.04179
8.56642; -98.73616
9.50572; -98.42602
10.44118; -98.10083
11.37102; -97.75621
12.29879; -97.40226
13.22727; -97.04661
14.15693; -96.69037
15.08763; -96.33389
16.01877; -95.97742
16.95010; -95.62094
17.88165; -95.26442
18.81339; -94.90784
19.74532; -94.55122
20.67743; -94.19457
21.60971; -93.83789
22.54216; -93.48118
23.47475; -93.12443
24.40745; -92.76756
25.34002; -92.41001
26.27101; -92.04814
27.19914; -91.67878
28.12564; -91.30512
29.05194; -90.93083
29.97824; -90.55644
30.90457; -90.18204
31.83090; -89.80772
32.75747; -89.43356
33.68339; -89.06044
34.60621; -88.68932
35.52482; -88.32018
36.43935; -87.95294
37.34948; -87.58681
38.24898; -87.20708
39.13236; -86.80226
40.00480; -86.38509
40.86719; -85.95795
41.71639; -85.51440
42.55617; -85.06258
43.39218; -84.60848
44.22241; -84.14010
45.04237; -83.64819
45.85603; -83.14109
46.66217; -82.61752
47.45312; -82.06744
48.23469; -81.50100
49.01590; -80.93142
49.79584; -80.35747
50.56574; -79.76803
51.31838; -79.15632
52.05858; -78.53157
52.79402; -77.90393
53.52106; -77.26887
54.23400; -76.62029
54.93858; -75.96482
55.64096; -75.30872
56.33710; -74.64730
57.01447; -73.96830
57.66845; -73.26831
58.31077; -72.55904
58.94203; -71.84108
59.55444; -71.10795
60.14893; -70.36106
60.72749; -69.60247
61.29700; -68.83755
61.85659; -68.06534
62.39240; -67.27609
62.90480; -66.47090
63.40859; -65.65980
63.91325; -64.84785
64.41701; -64.03305
64.90314; -63.20601
65.35327; -62.35835
65.77476; -61.49611
66.18255; -60.62798
66.57350; -59.75311
66.93835; -58.86843
67.28260; -57.97743
67.61615; -57.08454
67.93957; -56.19001
68.23313; -55.28773
68.48189; -54.37493
68.70164; -53.45817
68.91131; -52.54301
