# traj_x; traj_y
129.31532; -51.47956
129.42094; -52.31463
129.44477; -53.15919
129.39841; -54.00363
129.28882; -54.84117
129.08946; -55.65690
128.80157; -56.44113
128.44395; -57.20633
128.02966; -57.96694
127.56418; -58.72585
127.05363; -59.48664
126.50943; -60.25531
125.94840; -61.04200
125.38603; -61.85606
124.81798; -62.69067
124.23960; -63.53840
123.65840; -64.39687
123.08206; -65.25671
122.51068; -66.11271
121.94165; -66.96614
121.37392; -67.81875
120.80891; -68.67119
120.25091; -69.51796
119.70118; -70.35433
119.15930; -71.18010
118.62551; -71.99427
118.09789; -72.79754
117.57171; -73.59303
117.04350; -74.38093
116.49891; -75.14902
115.92595; -75.88552
115.33641; -76.59718
114.73872; -77.29080
114.12149; -77.95563
113.46041; -78.56322
112.74411; -79.08957
111.99446; -79.55511
111.22484; -79.99404
110.43588; -80.42340
109.62317; -80.83870
108.77832; -81.22411
107.90963; -81.59361
107.02582; -81.96569
106.12630; -82.33767
105.21132; -82.70656
104.28393; -83.07495
103.34632; -83.44431
102.40200; -83.81330
101.45869; -84.18149
100.51946; -84.54851
99.58331; -84.91445
98.64996; -85.27940
97.71895; -85.64353
96.78989; -86.00697
95.86235; -86.36986
94.93591; -86.73233
94.01019; -87.09450
93.08459; -87.45648
92.15840; -87.81850
91.23143; -88.18075
90.30377; -88.54326
89.37546; -88.90601
88.44653; -89.26900
87.51702; -89.63220
86.58697; -89.99560
85.65642; -90.35920
84.72541; -90.72296
83.79398; -91.08688
82.86217; -91.45093
81.93003; -91.81512
80.99759; -92.17941
80.06490; -92.54380
79.13199; -92.90827
78.19891; -93.27280
77.26571; -93.63738
76.33242; -94.00200
75.39908; -94.36664
74.46577; -94.73130
73.53254; -95.09595
72.59943; -95.46058
71.66642; -95.82516
70.73351; -96.18972
69.80069; -96.55423
68.86797; -96.91872
67.93534; -97.28317
67.00280; -97.64759
66.07033; -98.01198
65.13795; -98.37634
64.20563; -98.74068
63.27339; -99.10499
62.34122; -99.46927
61.40911; -99.83353
60.47706; -100.19777
59.54506; -100.56199
58.61312; -100.92619
57.68123; -101.29037
56.74938; -101.65454
55.81757; -102.01869
54.88579; -102.38283
53.95405; -102.74695
53.02233; -103.11106
52.09064; -103.47517
51.15897; -103.83926
50.22731; -104.20335
49.29566; -104.56744
48.36402; -104.93152
47.43239; -105.29561
46.50075; -105.65969
45.56910; -106.02377
44.63744; -106.38786
43.70577; -106.75195
42.77407; -107.11605
41.84235; -107.48016
40.91060; -107.84428
39.97882; -108.20842
39.04700; -108.57257
38.11513; -108.93673
37.18322; -109.30092
36.25127; -109.66514
35.31928; -110.02937
34.38726; -110.39361
33.45520; -110.75787
32.52311; -111.12214
31.59098; -111.48643
30.65882; -111.85072
29.72663; -112.21503
28.79441; -112.57936
27.86216; -112.94369
26.92988; -113.30804
25.99758; -113.67239
25.06526; -114.03676
24.13291; -114.40113
23.20054; -114.76552
22.26815; -115.12991
21.33575; -115.49431
20.40332; -115.85872
19.47089; -116.22313
18.53844; -116.58755
17.60598; -116.95198
16.67351; -117.31641
15.74104; -117.68084
14.80856; -118.04527
13.87608; -118.40971
12.94359; -118.77415
12.01111; -119.13859
11.07863; -119.50302
10.14616; -119.86746
9.21370; -120.23189
8.28124; -120.59632
7.34880; -120.96075
6.41637; -121.32517
5.48396; -121.68958
4.55157; -122.05399
3.61920; -122.41839
2.68685; -122.78278
1.75453; -123.14716
0.82224; -123.51153
-0.11002; -123.87588
-1.04224; -124.24023
-1.97443; -124.60456
-2.90658; -124.96887
-3.83869; -125.33317
-4.77076; -125.69745
-5.70278; -126.06171
-6.63475; -126.42595
-7.56667; -126.79017
-8.49853; -127.15437
-9.43034; -127.51854
-10.36209; -127.88270
-11.29377; -128.24682
-12.22539; -128.61092
-13.15695; -128.97499
-14.08843; -129.33904
-15.01984; -129.70305
-15.95117; -130.06704
-16.88242; -130.43099
-17.81359; -130.79491
-18.74468; -131.15879
-19.67568; -131.52264
-20.60659; -131.88645
-21.53741; -132.25023
-22.46813; -132.61396
-23.39876; -132.97766
-24.32928; -133.34132
-25.25970; -133.70493
-26.19001; -134.06850
-27.12022; -134.43203
-28.05031; -134.79551
-28.98028; -135.15895
-29.91014; -135.52233
-30.83988; -135.88567
-31.76950; -136.24896
-32.69899; -136.61219
-33.62835; -136.97538
-34.55758; -137.33851
-35.48667; -137.70159
-36.41564; -138.06461
-37.34446; -138.42746
-38.27354; -138.79000
-39.20391; -139.15260
-40.13616; -139.51582
-41.07048; -139.87983
-42.00723; -140.24478
-42.94681; -140.61079
-43.88966; -140.97798
-44.83630; -141.34651
-45.78736; -141.71661
-46.74324; -142.08866
-47.70483; -142.46429
-48.66846; -142.84511
-49.62352; -143.22714
-50.56363; -143.60435
-51.49083; -143.96483
-52.40471; -144.29854
-53.29637; -144.61558
-54.16210; -144.92038
-55.00797; -145.19781
-55.83846; -145.43940
-56.65573; -145.64924
-57.47218; -145.82334
-58.30261; -145.94822
-59.14442; -146.00211
-59.98372; -145.97076
