# inner_x; inner_y
109.38140; -87.62544
108.42329; -88.04874
107.46337; -88.45808
106.49239; -88.79796
105.52730; -89.14512
104.57198; -89.49663
103.64229; -89.88179
102.70495; -90.24040
101.76062; -90.57613
100.82257; -90.92164
99.89309; -91.28469
98.96094; -91.63761
98.03968; -92.01609
97.12592; -92.41270
96.18534; -92.74155
95.24757; -93.07973
94.32505; -93.45794
93.37334; -93.76188
92.43686; -94.10609
91.48477; -94.41168
90.53704; -94.72971
89.58971; -95.04992
88.67269; -95.44877
87.74401; -95.81875
86.78018; -96.09961
85.85830; -96.48862
84.91635; -96.82689
83.96284; -97.13617
83.02455; -97.48480
82.06923; -97.79022
81.12900; -98.13452
80.17912; -98.45427
79.24179; -98.80616
78.29723; -99.13952
77.37866; -99.53911
76.40253; -99.79096
75.48432; -100.19085
74.53140; -100.50177
73.60540; -100.88135
72.66295; -101.21858
71.69929; -101.50127
70.75878; -101.84299
69.82232; -102.19483
68.87336; -102.51448
67.92665; -102.83968
66.98923; -103.18846
66.05752; -103.55167
65.10483; -103.86103
64.18766; -104.26113
63.25541; -104.62251
62.31576; -104.96484
61.35796; -105.26057
60.42865; -105.62912
59.49346; -105.98252
58.56950; -106.36458
57.64234; -106.73839
56.67306; -107.00434
55.74114; -107.36586
54.81522; -107.74269
53.90781; -108.16688
52.96639; -108.50402
52.02293; -108.83594
51.11158; -109.25004
50.17648; -109.60339
49.22302; -109.90980
48.29335; -110.27714
47.39014; -110.71226
46.45151; -111.05679
45.49063; -111.34448
44.56529; -111.72320
43.62714; -112.06928
42.69453; -112.42964
41.75184; -112.76433
40.81061; -113.10290
39.85378; -113.40168
38.93557; -113.79938
37.98713; -114.11995
37.06231; -114.50118
36.10270; -114.79354
35.17911; -115.17821
34.24601; -115.53873
33.31143; -115.89558
32.38548; -116.27462
31.44028; -116.60455
30.50273; -116.95419
29.55625; -117.28106
28.64848; -117.70710
27.71321; -118.06287
26.79924; -118.47324
25.87147; -118.84839
24.93686; -119.20609
24.00932; -119.58198
23.04238; -119.85711
22.13350; -120.28086
21.18104; -120.59313
20.23977; -120.93411
19.30294; -121.28648
18.37648; -121.66541
17.44539; -122.03250
16.52497; -122.42693
15.59908; -122.80738
14.66863; -123.17617
13.71750; -123.49202
12.81159; -123.92359
11.86637; -124.25456
10.93837; -124.62956
9.99686; -124.96996
9.07674; -125.36507
8.15445; -125.75458
7.21378; -126.09700
6.28477; -126.46920
5.36500; -126.86500
4.42170; -127.20051
3.51225; -127.62254
2.58742; -128.00516
1.69517; -128.47104
0.74741; -128.79479
-0.19123; -129.14177
-1.10570; -129.55051
-2.03415; -129.92333
-2.97312; -130.26914
-3.88813; -130.67611
-4.80266; -131.08415
-5.73733; -131.44055
-6.69135; -131.74727
-7.60724; -132.15141
-8.53847; -132.51612
-9.45951; -132.90675
-10.41297; -133.21423
-11.32608; -133.62477
-12.25076; -134.00555
-13.17676; -134.38272
-14.10790; -134.74654
-15.02041; -135.15783
-15.94281; -135.54357
-16.87193; -135.91190
-17.79991; -136.28293
-18.69789; -136.73049
-19.63849; -137.06873
-20.56018; -137.45511
-21.46885; -137.87457
-22.40940; -138.21216
-23.30653; -138.66058
-24.21832; -139.07122
-25.15570; -139.41611
-26.06771; -139.82559
-26.96516; -140.27206
-27.89841; -140.62662
-28.82344; -141.00189
-29.76789; -141.32714
-30.69741; -141.69028
-31.63434; -142.03414
-32.57275; -142.37381
-33.51870; -142.69389
-34.45955; -143.02691
-35.37834; -143.41844
-36.30260; -143.79811
-37.25549; -144.10207
-38.18252; -144.47031
-39.12354; -144.80375
-40.05019; -145.17635
-40.96718; -145.57694
-41.89045; -145.96532
-42.81836; -146.34636
-43.72421; -146.78845
-44.62778; -147.23731
-45.51302; -147.71357
-46.39959; -148.17278
-47.26585; -148.69614
-48.17302; -149.19940
-49.16833; -149.64613
-50.17150; -150.04039
-51.12599; -150.37898
-52.10493; -150.73810
-53.18270; -151.03614
-54.27756; -151.27865
-55.34849; -151.61660
-56.50304; -151.89632
-57.78712; -152.01477
-59.16899; -152.12120
-60.58647; -152.07812
-61.99018; -151.90476
-63.36593; -151.55108
-64.69930; -151.06331
-65.96669; -150.43123
-67.13471; -149.63916
-68.27835; -148.79312
-69.32258; -147.84056
-70.19209; -146.80267
-70.89940; -145.68591
-71.59252; -144.55403
-72.17148; -143.36340
-72.66376; -142.13182
-73.03801; -140.79695
-73.25039; -139.41910
-73.41383; -138.04039
-73.36527; -136.54496
-73.23119; -135.07105
-72.89684; -133.79036
-72.52078; -132.57065
-72.11970; -131.31358
-71.56532; -130.16294
-71.00663; -129.09230
-70.34193; -128.13552
-69.68710; -127.24289
-69.12963; -126.37746
-68.55025; -125.48705
-67.75390; -124.50792
-66.89791; -123.54055
-66.12022; -122.76434
-65.36924; -122.09395
-64.61515; -121.42041
-63.80888; -120.80663
-63.08466; -120.11942
-62.39249; -119.40633
-61.66653; -118.72955
-60.97490; -118.02857
-60.28659; -117.33350
-59.58156; -116.64905
-58.90294; -115.93147
-58.27119; -115.16714
-57.65718; -114.38422
-56.97146; -113.66805
-56.31011; -112.92520
-55.59848; -112.22626
-54.97179; -111.44090
-54.27709; -110.71870
-53.56388; -110.00741
-52.95752; -109.17944
-52.26132; -108.42133
-51.59061; -107.63913
-50.86404; -106.85690
-50.00201; -106.07034
-49.19089; -105.25836
-48.36067; -104.50006
-47.34559; -103.74145
-46.30203; -103.04163
-45.40595; -102.45391
-44.47372; -101.90310
-43.28761; -101.37514
-42.10437; -100.86174
-40.96038; -100.44737
-39.63843; -100.16124
-38.33502; -99.92093
-37.18235; -99.77526
-36.09562; -99.72296
-35.06947; -99.81773
-34.10110; -99.90246
-33.11134; -100.01715
-32.10055; -100.21367
-31.11096; -100.34819
-30.11797; -100.60413
-29.13028; -100.82240
-28.14760; -100.99437
-27.16327; -101.20866
-26.17870; -101.43317
-25.19818; -101.61042
-24.22358; -101.78967
-23.25446; -101.90312
-22.27408; -101.99686
-21.28220; -102.10852
-20.28696; -102.21038
-19.28878; -102.29923
-18.29375; -102.30840
-17.29750; -102.29814
-16.29593; -102.32927
-15.29843; -102.29010
-14.30410; -102.21445
-13.30619; -102.17697
-12.33446; -102.04996
-11.39568; -102.04367
-10.46830; -101.92982
-9.49829; -101.81591
-8.54680; -101.66507
-7.66089; -101.57254
-6.78952; -101.37768
-5.85142; -101.21968
-4.91327; -101.03582
-4.02209; -100.78362
-3.15601; -100.61879
-2.30797; -100.34747
-1.38290; -100.08206
-0.45206; -99.74506
0.49687; -99.51289
1.42045; -99.19028
2.35754; -98.86060
3.31987; -98.58680
4.26464; -98.25803
5.21236; -97.93812
6.15722; -97.61354
7.11059; -97.31730
8.05268; -97.02606
8.97395; -96.75910
9.87436; -96.42959
10.79533; -96.10940
11.70438; -95.79093
12.58124; -95.38500
13.49485; -95.00614
14.44806; -94.69976
15.36579; -94.30061
16.30453; -93.95434
17.23807; -93.59349
18.17998; -93.25464
19.09242; -92.83909
20.03831; -92.51123
20.97036; -92.14784
21.90347; -91.78811
22.83388; -91.42367
23.79076; -91.12901
24.70732; -90.75106
25.63915; -90.46166
26.51946; -90.04050
27.43021; -89.64803
28.36930; -89.30444
29.25446; -88.82588
30.19258; -88.47550
31.14068; -88.14801
32.05678; -87.73695
33.01771; -87.43721
33.93028; -87.02212
34.86962; -86.71423
35.76378; -86.37647
36.61884; -85.96303
37.51724; -85.61536
38.39980; -85.20229
39.24919; -84.75998
40.08023; -84.43016
40.85031; -83.98236
41.68822; -83.51806
42.51254; -83.02322
43.33994; -82.65370
44.09813; -82.15603
44.90058; -81.66227
45.66984; -81.18246
46.40681; -80.66981
47.16541; -80.08465
47.97280; -79.50946
48.76620; -78.93098
49.51925; -78.37716
50.22106; -77.82274
50.91496; -77.23587
51.61905; -76.63519
52.28714; -75.97007
52.99331; -75.29141
53.74871; -74.65722
54.47305; -74.01707
55.11675; -73.34154
55.76153; -72.75745
56.32094; -72.08206
56.95664; -71.37063
57.62848; -70.67091
58.22977; -69.98916
58.78394; -69.30676
59.29049; -68.56370
59.85616; -67.87618
60.36758; -67.13087
60.88395; -66.32503
61.42374; -65.53305
61.90481; -64.70311
62.41860; -63.87577
62.95536; -63.07690
63.42307; -62.28077
63.83653; -61.53990
64.21022; -60.78978
64.57865; -59.94070
64.98142; -59.08118
65.32404; -58.26110
65.59007; -57.40668
65.93857; -56.50589
66.28148; -55.61823
66.54730; -54.81208
66.77016; -53.99169
66.95187; -53.07062
67.22673; -52.15429
67.40499; -51.24369
67.60867; -50.37062
67.72339; -49.49356
67.89495; -48.61237
67.94062; -47.73896
68.07431; -46.94405
68.06865; -46.12032
68.07384; -45.18523
68.10920; -44.22838
68.12091; -43.33237
68.05282; -42.44553
68.03391; -41.51850
67.93011; -40.60540
67.87206; -39.74414
67.73254; -38.86890
67.56681; -37.89595
67.39254; -36.91883
67.24441; -36.01957
67.03998; -35.13506
66.74543; -34.19850
66.55786; -33.21456
66.25773; -32.36647
66.11619; -31.68139
65.84680; -31.08024
65.53539; -30.42765
65.19108; -29.84656
64.77414; -29.34590
64.41525; -28.83398
63.95400; -28.40656
63.40942; -27.89871
62.75033; -27.40000
62.11770; -26.96487
61.63082; -26.63200
61.11336; -26.49288
60.52051; -26.17432
59.76138; -25.99385
58.96478; -25.78130
58.10446; -25.60468
57.28996; -25.43478
56.54888; -25.34449
55.70556; -25.33931
54.73661; -25.29044
53.76961; -25.20300
52.81202; -25.23182
51.85761; -25.16665
50.90153; -25.17027
49.91384; -25.22893
48.90446; -25.27946
47.89702; -25.22597
46.90322; -25.24577
45.91247; -25.32876
44.91004; -25.32407
43.90523; -25.34451
42.90334; -25.41984
41.90120; -25.45793
40.90105; -25.52114
39.90106; -25.55050
38.90127; -25.55038
37.90456; -25.62012
36.90709; -25.62332
35.91145; -25.66375
34.91862; -25.61789
33.93918; -25.63379
32.96060; -25.67281
31.97482; -25.80439
30.97847; -25.79352
29.98502; -25.86086
28.99140; -25.94849
27.99395; -25.96147
26.99912; -26.04681
26.00175; -26.07606
25.00373; -26.09361
24.00573; -26.11341
23.00661; -26.10537
22.01155; -26.18141
21.01308; -26.17492
20.02395; -26.21005
19.05262; -26.25377
18.08374; -26.35051
17.09463; -26.40446
16.09894; -26.48098
15.10165; -26.53931
14.10224; -26.57776
13.10422; -26.64637
12.10405; -26.67483
11.10651; -26.74488
10.11595; -26.83044
9.13452; -26.84724
8.15964; -26.96372
7.16489; -26.98870
6.16934; -27.07939
5.17526; -27.19623
4.18031; -27.26135
3.19071; -27.28842
2.20800; -27.40529
1.21537; -27.50651
0.21612; -27.57473
-0.77957; -27.68828
-1.77747; -27.78217
-2.77673; -27.86279
-3.77829; -27.91718
-4.77621; -28.01579
-5.77697; -28.08113
-6.77257; -28.20903
-7.77556; -28.24957
-8.77854; -28.29846
-9.77456; -28.42927
-10.77487; -28.49745
-11.76356; -28.60970
-12.74399; -28.62303
-13.71713; -28.71674
-14.70153; -28.84147
-15.69564; -28.91158
-16.67194; -29.08571
-17.65154; -29.11535
-18.60491; -29.26928
-19.55050; -29.34077
-20.48906; -29.50613
-21.45544; -29.68212
-22.44140; -29.80199
-23.42013; -29.92231
-24.35799; -30.04733
-25.23396; -30.20195
-26.11844; -30.40013
-27.06027; -30.61163
-28.02482; -30.83408
-28.94814; -31.03694
-29.76854; -31.22844
-30.57366; -31.48655
-31.47448; -31.79207
-32.42230; -32.10064
-33.36397; -32.41067
-34.30457; -32.74155
-35.16795; -33.03433
-35.86491; -33.31233
-36.56765; -33.66400
-37.39652; -34.10685
-38.24176; -34.54821
-39.01642; -34.94606
-39.75518; -35.38951
-40.49968; -35.91417
-41.25408; -36.36633
-41.97934; -36.88919
-42.64468; -37.45683
-43.21244; -37.84909
-43.68745; -38.37354
-44.28053; -39.03354
-44.91836; -39.65761
-45.44790; -40.37564
-46.05860; -41.14042
-46.69982; -41.92127
-47.26537; -42.64729
-47.72499; -43.21927
-48.10671; -43.85633
-48.47378; -44.66258
-48.90970; -45.37912
-49.22348; -46.14490
-49.55075; -46.92553
-49.76502; -47.58538
-49.89846; -48.26422
-50.04763; -49.07864
-50.14573; -49.84223
-50.16540; -50.46291
-50.10673; -51.00880
-50.04890; -51.55094
-49.89639; -52.07541
-49.71912; -52.57442
-49.41157; -53.06687
-49.12910; -53.60349
-48.79034; -54.05045
-48.34735; -54.48043
-47.84343; -54.95508
-47.27353; -55.39567
-46.66880; -55.82214
-46.00226; -56.20384
-45.30943; -56.55895
-44.63434; -56.84637
-43.93599; -57.02502
-43.26527; -57.26467
-42.52309; -57.38677
-41.64159; -57.48251
-40.71473; -57.59472
-39.89412; -57.72896
-39.07258; -57.71365
-38.12396; -57.75615
-37.15433; -57.75944
-36.27207; -57.77049
-35.41933; -57.72655
-34.50530; -57.61204
-33.53617; -57.49159
-32.53418; -57.45477
-31.61451; -57.36902
-30.88096; -57.26608
-30.14559; -57.08990
-29.24576; -56.88252
-28.30010; -56.61900
-27.34795; -56.37244
-26.44987; -56.10901
-25.65350; -55.90121
-24.89123; -55.57367
-24.01365; -55.24451
-23.09799; -54.92829
-22.21486; -54.52889
-21.30011; -54.14363
-20.40612; -53.68777
-19.51236; -53.23489
-18.63138; -52.75622
-17.78522; -52.21200
-16.91933; -51.73577
-16.08693; -51.18622
-15.25129; -50.64875
-14.42906; -50.08716
-13.61585; -49.51045
-12.79849; -48.94708
-11.98283; -48.38002
-11.15527; -47.83868
-10.36478; -47.20210
-9.52229; -46.67386
-8.70153; -46.08069
-7.88333; -45.47767
-7.06239; -44.87510
-6.22977; -44.29260
-5.38542; -43.73213
-4.52721; -43.20070
-3.68280; -42.63386
-2.79831; -42.16284
-1.92942; -41.65413
-1.01486; -41.25573
-0.11093; -40.81975
0.81432; -40.40705
1.77394; -40.07715
2.70876; -39.72421
3.65002; -39.31093
4.68829; -38.93489
5.73750; -38.52187
6.80312; -38.23295
7.84351; -37.96948
8.81848; -37.66536
9.82137; -37.45782
10.88339; -37.21963
11.94227; -36.93053
12.96636; -36.76630
13.96211; -36.62188
14.95667; -36.45978
15.93417; -36.19147
16.96073; -36.02810
18.04954; -35.83209
19.15173; -35.70169
20.22409; -35.54905
21.35661; -35.51753
22.48719; -35.37646
23.55165; -35.30315
24.64973; -35.28566
25.89390; -35.32379
27.12893; -35.33490
28.24065; -35.42352
29.35203; -35.57017
30.50384; -35.72319
31.65566; -35.99469
32.80187; -36.26281
33.88522; -36.58135
34.98796; -36.90848
36.13651; -37.39514
37.24992; -37.93963
38.24447; -38.45223
39.17515; -39.10454
40.24745; -39.82323
41.24680; -40.62124
42.10170; -41.47958
42.98199; -42.48820
43.82950; -43.54558
44.53438; -44.56580
45.24052; -45.63557
45.81804; -46.84106
46.35894; -48.13255
46.69950; -49.54782
47.05134; -50.83468
47.19412; -52.04105
47.27384; -53.26336
47.33028; -54.57497
47.20459; -55.97010
47.01777; -57.30754
46.70587; -58.52168
46.34885; -59.82899
45.78373; -61.15784
45.11493; -62.37151
44.32751; -63.52914
43.37080; -64.60286
42.34853; -65.56473
41.31606; -66.37042
40.27825; -67.05291
39.20991; -67.67199
38.10297; -68.21033
36.95524; -68.60923
35.82445; -68.93097
34.72437; -69.15126
33.70435; -69.28413
32.73281; -69.35062
31.69154; -69.32447
30.64600; -69.32497
29.63393; -69.35457
28.61931; -69.35854
27.60424; -69.34025
26.59642; -69.33228
25.58403; -69.30282
24.58816; -69.32352
23.60395; -69.38447
22.63380; -69.48779
21.64549; -69.52228
20.69043; -69.68518
19.73952; -69.90909
18.78099; -70.13330
17.85336; -70.43020
16.94746; -70.72495
16.05971; -71.08025
15.13335; -71.40733
14.21083; -71.78483
13.26890; -72.11516
12.32467; -72.44830
11.39653; -72.83401
10.45723; -73.19441
9.54937; -73.64769
8.62482; -74.05732
7.68628; -74.43011
6.77042; -74.86820
5.81297; -75.18925
4.87579; -75.56647
3.94732; -75.96684
3.00140; -76.32255
2.04959; -76.65914
1.09239; -76.96484
0.14597; -77.29012
-0.77313; -77.68760
-1.70808; -78.03534
-2.63505; -78.40214
-3.57112; -78.73997
-4.50253; -79.08873
-5.42441; -79.46303
-6.35807; -79.80273
-7.29846; -80.12284
-8.25557; -80.39559
-9.18836; -80.73845
-10.12348; -81.07612
-11.09426; -81.31418
-12.02253; -81.67598
-12.99074; -81.92715
-13.96845; -82.15513
-14.91578; -82.47452
-15.89402; -82.71250
-16.87106; -82.95949
-17.85049; -83.20257
-18.81838; -83.48128
-19.77468; -83.79471
-20.72776; -84.11758
-21.67903; -84.44071
-22.62894; -84.76592
-23.56750; -85.06252
-24.47782; -85.30484
-25.34251; -85.66447
-26.24057; -86.05363
-27.16000; -86.40407
-28.05343; -86.73693
-28.90891; -87.15862
-29.78917; -87.53615
-30.64259; -87.87895
-31.45341; -88.31136
-32.30867; -88.76777
-33.19512; -89.20932
-34.04022; -89.73103
-34.90052; -90.21604
-35.74930; -90.71674
-36.53587; -91.34295
-37.34551; -91.92226
-38.17287; -92.46229
-38.97900; -93.04078
-39.74871; -93.68848
-40.56342; -94.24452
-41.30142; -94.95129
-42.03103; -95.67231
-42.77501; -96.35534
-43.52206; -97.03258
-44.30612; -97.65249
-45.08619; -98.28894
-45.83672; -98.98626
-46.61267; -99.63492
-47.37058; -100.31761
-48.18542; -100.88520
-48.98978; -101.46828
-49.80333; -102.03751
-50.64983; -102.54413
-51.58830; -103.02945
-52.67086; -103.59793
-53.79959; -104.05903
-54.81003; -104.34350
-55.83282; -104.69028
-57.08835; -104.98786
-58.36070; -105.27398
-59.49317; -105.38515
-60.59366; -105.49487
-61.78898; -105.60949
-62.97299; -105.63786
-64.03277; -105.60350
-65.08411; -105.64547
-66.21742; -105.61911
-67.34170; -105.53579
-68.38473; -105.40072
-69.42010; -105.28810
-70.51633; -105.19990
-71.59642; -105.03037
-72.68405; -104.87964
-73.88853; -104.66796
-75.07126; -104.37542
-76.13354; -103.99753
-77.27794; -103.61985
-78.39232; -103.16571
-79.41145; -102.77466
-80.40741; -102.26942
-81.43548; -101.73243
-82.41953; -101.10009
-83.37087; -100.48177
-84.27391; -99.87467
-85.24020; -99.23230
-86.15960; -98.47467
-87.05318; -97.75161
-87.84239; -96.98211
-88.59399; -96.18885
-89.44474; -95.33699
-90.22465; -94.41683
-90.92977; -93.55951
-91.64638; -92.63181
-92.30095; -91.61300
-92.92578; -90.67320
-93.40316; -89.72802
-93.92579; -88.81231
-94.51206; -87.84449
-94.97671; -86.76419
-95.43543; -85.72269
-95.85389; -84.73065
-96.19205; -83.68478
-96.58728; -82.51802
-96.93098; -81.32450
-97.21610; -80.24420
-97.46029; -79.19816
-97.66920; -78.08190
-97.77956; -76.88231
-97.88498; -75.73880
-97.93363; -74.61765
-98.01732; -73.35141
-97.92616; -72.08170
-97.83566; -70.93790
-97.69911; -69.77330
-97.47598; -68.64473
-97.28121; -67.56590
-97.03034; -66.38917
-96.67305; -65.22011
-96.26359; -64.16684
-95.84065; -63.15040
-95.46310; -62.16249
-95.06194; -61.23931
-94.63283; -60.33982
-94.16109; -59.37037
-93.58664; -58.24476
-92.90783; -57.17782
-92.32875; -56.26636
-91.75184; -55.44616
-91.14643; -54.63676
-90.53201; -53.83456
-89.86414; -53.07253
-89.08829; -52.38700
-88.39775; -51.64567
-87.61189; -50.95766
-86.82856; -50.26286
-86.02282; -49.60267
-85.22288; -48.95191
-84.35187; -48.35830
-83.58851; -47.69568
-82.72864; -47.11903
-81.93529; -46.52244
-81.15997; -45.95615
-80.38907; -45.43612
-79.83196; -44.83513
-79.34586; -44.28408
-78.92467; -43.78700
-78.58705; -43.26811
-78.41635; -42.69606
-78.34438; -42.12336
-78.29360; -41.49646
-78.26189; -40.76856
-78.26677; -39.99234
-78.51036; -39.21965
-78.74286; -38.43860
-79.09244; -37.64166
-79.51779; -36.75563
-80.10420; -35.81018
-80.58942; -34.88054
-81.14633; -34.00279
-81.66659; -33.11426
-82.06891; -32.19909
-82.53327; -31.26768
-82.91308; -30.25891
-83.14561; -29.12734
-83.36005; -27.90330
-83.59786; -26.60515
-83.67871; -25.25065
-83.66236; -23.88939
-83.61736; -22.51193
-83.48230; -21.13000
-83.08364; -19.83321
-82.44497; -18.64394
-81.52549; -17.62439
-80.56001; -16.64293
-79.50827; -15.81298
-78.40890; -15.12219
-77.27529; -14.48226
-76.06927; -13.95689
-74.83469; -13.53636
-73.63133; -13.13995
-72.49179; -12.71262
-71.38266; -12.43845
-70.40166; -12.10625
