# outer_x; outer_y
-58.35179; -51.92807
-58.15056; -53.31898
-57.79552; -54.67052
-57.28698; -55.98932
-56.63789; -57.24628
-55.92342; -58.38994
-55.11396; -59.45241
-54.17931; -60.47431
-53.16888; -61.39286
-52.11677; -62.21200
-51.00751; -62.93414
-49.84358; -63.58831
-48.64769; -64.13029
-47.49566; -64.58961
-46.33064; -64.96892
-45.09338; -65.31076
-43.84833; -65.56183
-42.70767; -65.72901
-41.58496; -65.87034
-40.43514; -65.96854
-39.31100; -66.02833
-38.20608; -66.02887
-37.11334; -66.06300
-36.01268; -66.03543
-34.87953; -65.99566
-33.76489; -65.90615
-32.72899; -65.79667
-31.69783; -65.69740
-30.60704; -65.58423
-29.47774; -65.41694
-28.30569; -65.20030
-27.16980; -64.93413
-26.15131; -64.66952
-25.15675; -64.39625
-24.10066; -64.09845
-23.03704; -63.75950
-21.98960; -63.39747
-20.97196; -63.01610
-20.01579; -62.62971
-19.09327; -62.24474
-18.17327; -61.86088
-17.27302; -61.43490
-16.38938; -60.97157
-15.51582; -60.48631
-14.65694; -59.96257
-13.81026; -59.40767
-12.96382; -58.86152
-12.11900; -58.32057
-11.28860; -57.74808
-10.46601; -57.15973
-9.64300; -56.57611
-8.82249; -55.98975
-7.99952; -55.41257
-7.18379; -54.81986
-6.36036; -54.24837
-5.54431; -53.65968
-4.72387; -53.08237
-3.89374; -52.52877
-3.06347; -51.97389
-2.23074; -51.42232
-1.38640; -50.89569
-0.53630; -50.37816
0.32278; -49.87673
1.19483; -49.40364
2.08280; -48.97266
2.98028; -48.55940
3.89341; -48.17230
4.82205; -47.81784
5.73698; -47.45061
6.63771; -47.08365
7.51590; -46.75110
8.33088; -46.45991
9.14672; -46.20155
10.02512; -45.94857
10.91542; -45.70957
11.81106; -45.49205
12.73318; -45.27776
13.66960; -45.07633
14.61008; -44.88441
15.56740; -44.72197
16.54571; -44.54497
17.50861; -44.34921
18.42659; -44.18752
19.33891; -44.05288
20.27053; -43.93008
21.19716; -43.82365
22.14267; -43.73795
23.07492; -43.65008
23.91746; -43.59541
24.73782; -43.57795
25.61178; -43.58673
26.49026; -43.61917
27.32383; -43.67339
28.15150; -43.76024
28.97354; -43.87645
29.73385; -44.01896
30.52421; -44.21078
31.35329; -44.44471
32.07868; -44.68349
32.72406; -44.95467
33.34756; -45.25020
33.96883; -45.62257
34.64595; -46.05662
35.27388; -46.51508
35.82441; -46.97262
36.33007; -47.45523
36.81106; -47.98387
37.26639; -48.55855
37.66074; -49.12159
37.98303; -49.68201
38.25593; -50.23969
38.48675; -50.85473
38.69046; -51.52676
38.83719; -52.18784
38.94308; -52.93897
38.99699; -53.75225
39.04193; -54.46301
39.00170; -55.09911
38.91677; -55.71182
38.75259; -56.31427
38.56429; -56.92381
38.30969; -57.50017
38.01489; -58.03235
37.69065; -58.47844
37.36773; -58.88375
36.95179; -59.23709
36.45991; -59.60002
35.92057; -59.99388
35.32622; -60.33918
34.67697; -60.63419
33.95305; -60.85926
33.15706; -61.05188
32.27240; -61.20104
31.27132; -61.32161
30.18264; -61.41453
29.10720; -61.44892
28.05997; -61.44906
27.02165; -61.46269
25.98884; -61.45657
24.96307; -61.44883
23.95044; -61.46105
22.93767; -61.45979
21.92809; -61.45968
20.93238; -61.49673
19.95262; -61.59259
18.96443; -61.69984
17.98691; -61.84392
17.03553; -62.04741
16.08653; -62.27694
15.13329; -62.53009
14.20454; -62.86932
13.28511; -63.23591
12.35638; -63.58567
11.42227; -63.93398
10.48596; -64.28731
9.54632; -64.64096
8.61390; -65.02285
7.68382; -65.41742
6.76531; -65.84867
5.82867; -66.23140
4.89526; -66.62391
3.96190; -67.01573
3.02682; -67.40052
2.08070; -67.75058
1.14949; -68.13678
0.21283; -68.49376
-0.72703; -68.83145
-1.66816; -69.16787
-2.60562; -69.51496
-3.54044; -69.86588
-4.47663; -70.20920
-5.40449; -70.57286
-6.33391; -70.92930
-7.26441; -71.28038
-8.19825; -71.62022
-9.13945; -71.93796
-10.07912; -72.25932
-11.01703; -72.58561
-11.95738; -72.90543
-12.90380; -73.20916
-13.85729; -73.49455
-14.80709; -73.79272
-15.76301; -74.07644
-16.72543; -74.34516
-17.68996; -74.61090
-18.66272; -74.85419
-19.63244; -75.11062
-20.60096; -75.37895
-21.55966; -75.68084
-22.51574; -75.99380
-23.47301; -76.30707
-24.43220; -76.61796
-25.39668; -76.92248
-26.36146; -77.22546
-27.34962; -77.55346
-28.39231; -77.93852
-29.41342; -78.37010
-30.36516; -78.77980
-31.29987; -79.16511
-32.23726; -79.56771
-33.17300; -79.99049
-34.12090; -80.41448
-35.05342; -80.85585
-35.94474; -81.32048
-36.81507; -81.79948
-37.67913; -82.28835
-38.53767; -82.79506
-39.39071; -83.32002
-40.21875; -83.88518
-41.04113; -84.45068
-41.86535; -85.00829
-42.68515; -85.57205
-43.47450; -86.19495
-44.26680; -86.80752
-45.03816; -87.45850
-45.77093; -88.18420
-46.51347; -88.88557
-47.26290; -89.56937
-48.03057; -90.21333
-48.80182; -90.84917
-49.56228; -91.50852
-50.29821; -92.22177
-51.04961; -92.90740
-51.84476; -93.50658
-52.66495; -94.05937
-53.48393; -94.60692
-54.31702; -95.13216
-55.12412; -95.59332
-55.84246; -95.95575
-56.60516; -96.24760
-57.41596; -96.53879
-58.12742; -96.75850
-58.82700; -96.91653
-59.60162; -97.06031
-60.42976; -97.16998
-61.31533; -97.23495
-62.16634; -97.32055
-63.02653; -97.29986
-63.99081; -97.29748
-64.94395; -97.32983
-65.78234; -97.34201
-66.62160; -97.25596
-67.55889; -97.15632
-68.51293; -97.08931
-69.45091; -96.95670
-70.38518; -96.83459
-71.28610; -96.68542
-72.11986; -96.52313
-72.83145; -96.34842
-73.54252; -96.12213
-74.36202; -95.82410
-75.20395; -95.48816
-75.98203; -95.16231
-76.71514; -94.81267
-77.43781; -94.40376
-78.12609; -94.03179
-78.79265; -93.58710
-79.53857; -93.06856
-80.24270; -92.55996
-80.86929; -92.06212
-81.49771; -91.50993
-82.13509; -90.93204
-82.74260; -90.33480
-83.31116; -89.73552
-83.85084; -89.11786
-84.39343; -88.44963
-84.91027; -87.77218
-85.37548; -87.10981
-85.81510; -86.41998
-86.23290; -85.70728
-86.63129; -84.94936
-87.03780; -84.14351
-87.41057; -83.34402
-87.74857; -82.53089
-88.09566; -81.68651
-88.40534; -80.84432
-88.67835; -80.04255
-88.90974; -79.24546
-89.11089; -78.43770
-89.28418; -77.58401
-89.44548; -76.69600
-89.56473; -75.89345
-89.62040; -75.08621
-89.68352; -74.21326
-89.70586; -73.43562
-89.66897; -72.66190
-89.60294; -71.79221
-89.51571; -71.00174
-89.36900; -70.22646
-89.20859; -69.38426
-89.02932; -68.66687
-88.79951; -67.96860
-88.48884; -67.12986
-88.16698; -66.27976
-87.82286; -65.45820
-87.45084; -64.61290
-87.05297; -63.76594
-86.67194; -62.96778
-86.30415; -62.27794
-85.86975; -61.58685
-85.36693; -60.78301
-84.80777; -59.95738
-84.20298; -59.16404
-83.56894; -58.39016
-82.89570; -57.64483
-82.13874; -56.95980
-81.44519; -56.24274
-80.70030; -55.58620
-79.94118; -54.96071
-79.20404; -54.31103
-78.39266; -53.70543
-77.55931; -53.11682
-76.80788; -52.47178
-75.99597; -51.86190
-75.16523; -51.24853
-74.32052; -50.61502
-73.45746; -49.93536
-72.71853; -49.11873
-72.03693; -48.17360
-71.30331; -47.08746
-70.68828; -45.85623
-70.28331; -44.54516
-70.08186; -43.18089
-69.96242; -41.86648
-69.94520; -40.65988
-70.00567; -39.51752
-70.28437; -38.40895
-70.53445; -37.30390
-70.87330; -36.22365
-71.34375; -35.27285
-71.85534; -34.42620
-72.38820; -33.54659
-72.91940; -32.62455
-73.45220; -31.69724
-73.92506; -30.74550
-74.36977; -29.80303
-74.71365; -28.89582
