# delta; F_drive; F_brake; gamma_y
-0.00151; 102.01387; -0.00005; -4.27539
-0.00432; 102.08285; -0.00005; -4.88627
0.01490; 102.07195; -0.00005; 1.16831
0.08810; 112.95360; -0.00004; 20.40179
0.04312; 103.91553; -0.00005; 5.96361
-0.02483; 104.67541; -0.00005; -15.85116
0.04967; 104.52179; -0.00005; 6.40021
0.01394; 102.26048; -0.00005; -6.24093
-0.05016; 109.97367; -0.00004; -24.98673
-0.01476; 103.85563; -0.00005; -14.31378
0.07209; 107.82202; -0.00005; 11.11265
0.11615; 117.30554; -0.00004; 18.94931
0.02478; 102.90315; -0.00005; -9.45097
-0.06559; 117.09697; -0.00004; -34.68598
-0.07945; 120.20874; -0.00004; -36.33100
-0.00279; 103.99746; -0.00005; -15.92013
-0.00894; 104.61186; -0.00005; -17.61884
-0.00814; 104.43720; -0.00005; -17.06917
0.08234; 108.85141; -0.00005; 9.30653
0.17329; 132.78627; -0.00004; 24.69640
0.08120; 107.49993; -0.00005; 0.96768
-0.01179; 109.39447; -0.00004; -29.53095
-0.05485; 119.53831; -0.00004; -39.96933
0.03703; 104.67391; -0.00005; -15.61901
0.02736; 105.55832; -0.00005; -20.36119
-0.06297; 123.66640; -0.00004; -43.71726
-0.12590; 142.50357; -0.00003; -51.61590
-0.08110; 126.61273; -0.00004; -43.98579
0.00164; 106.51822; -0.00005; -23.28058
0.09195; 109.44573; -0.00004; 3.20740
0.03754; 104.76257; -0.00005; -15.37662
-0.05086; 119.02972; -0.00004; -39.69223
-0.08122; 126.75534; -0.00004; -44.12837
-0.04829; 116.17768; -0.00004; -35.99068
-0.02677; 110.32830; -0.00004; -29.19760
-0.01612; 107.73805; -0.00005; -24.99582
-0.01055; 106.39645; -0.00005; -22.26208
-0.00745; 105.58670; -0.00005; -20.32411
-0.00569; 105.03950; -0.00005; -18.84750
-0.00438; 104.60461; -0.00005; -17.56452
-0.00346; 104.25757; -0.00005; -16.45382
-0.00085; 103.80484; -0.00005; -14.91041
0.00946; 102.99363; -0.00005; -11.21113
0.00377; 103.23754; -0.00005; -12.65293
-0.00804; 104.10404; -0.00005; -15.71414
-0.00660; 103.76524; -0.00005; -14.53466
-0.00244; 103.25146; -0.00005; -12.60358
0.00938; 102.53664; -0.00005; -8.54195
0.00411; 102.71594; -0.00005; -10.00938
-0.01085; 103.74967; -0.00005; -14.15135
-0.01412; 103.89478; -0.00005; -14.33847
0.02629; 102.48827; -0.00005; -1.50155
0.11647; 118.22043; -0.00004; 21.01013
0.04121; 103.31253; -0.00005; -1.44584
-0.04333; 110.33439; -0.00004; -27.09627
-0.05136; 111.59450; -0.00004; -27.98694
-0.03485; 107.58769; -0.00005; -22.37274
-0.02100; 104.98048; -0.00005; -17.29383
-0.00764; 103.27877; -0.00005; -12.42268
0.05034; 104.47640; -0.00005; 5.28471
0.01225; 102.40601; -0.00005; -7.44564
-0.02420; 105.43849; -0.00005; -18.32216
-0.02361; 105.06998; -0.00005; -17.20872
-0.00713; 103.05886; -0.00005; -11.44134
0.07386; 108.35860; -0.00005; 12.34648
0.01591; 102.36629; -0.00005; -6.50487
-0.03255; 106.86486; -0.00005; -21.00243
-0.03318; 106.60015; -0.00005; -20.11493
-0.02605; 105.11310; -0.00005; -16.91336
0.00502; 102.25474; -0.00005; -6.71762
0.09545; 113.32904; -0.00004; 18.18527
0.02153; 102.38335; -0.00005; -4.78154
-0.03840; 107.98063; -0.00005; -22.76813
-0.04106; 108.04200; -0.00005; -22.33035
-0.03276; 106.09473; -0.00005; -18.71614
0.00346; 102.27354; -0.00005; -6.94195
0.09480; 113.26138; -0.00004; 18.30100
0.01723; 102.32198; -0.00005; -5.73257
-0.04044; 108.17145; -0.00005; -22.82048
-0.04628; 108.81861; -0.00005; -23.09095
-0.04215; 107.41772; -0.00005; -20.43119
0.03402; 103.04363; -0.00005; 3.30866
0.12702; 122.05942; -0.00004; 24.82204
0.04097; 103.32349; -0.00005; 0.48891
-0.03467; 107.80161; -0.00005; -23.09416
-0.04452; 109.38455; -0.00004; -24.81330
-0.04481; 108.90339; -0.00005; -23.60509
-0.03067; 105.83955; -0.00005; -18.34888
-0.00258; 102.56856; -0.00005; -8.97587
