# v; beta; omega; n; xi;
6.94444; 0.00000; 0.00000; 0.79708; 0.05108
6.94444; 0.00000; 0.00000; 0.85369; 0.06292
6.94444; -0.00000; -0.00000; 0.92440; 0.07483
6.94444; -0.00000; -0.00000; 0.99780; 0.06850
6.94444; -0.00000; -0.00000; 1.05645; 0.05122
6.94444; -0.00000; -0.00000; 1.09948; 0.03663
6.94444; -0.00000; -0.00000; 1.12961; 0.02490
6.94444; -0.00000; -0.00000; 1.14968; 0.01616
6.94444; -0.00000; -0.00000; 1.16266; 0.01049
6.94444; 0.00000; 0.00000; 1.17160; 0.00797
6.94444; 0.00000; 0.00001; 1.17964; 0.00862
6.94444; 0.00001; 0.00002; 1.18995; 0.01244
6.94444; 0.00001; 0.00003; 1.20576; 0.01941
6.94444; 0.00001; 0.00004; 1.23023; 0.02939
6.94444; 0.00002; 0.00006; 1.26625; 0.04179
6.94444; 0.00002; 0.00006; 1.31567; 0.05530
6.94444; 0.00001; 0.00004; 1.37873; 0.06824
6.94444; -0.00002; -0.00002; 1.45385; 0.07901
6.94444; -0.00006; -0.00015; 1.53799; 0.08650
6.94444; -0.00012; -0.00034; 1.62736; 0.09028
6.94444; -0.00020; -0.00061; 1.71809; 0.09035
6.94444; -0.00029; -0.00092; 1.80636; 0.08672
6.94444; -0.00034; -0.00117; 1.88849; 0.07938
6.94444; -0.00031; -0.00120; 1.96090; 0.06829
6.94444; -0.00013; -0.00078; 2.02017; 0.05343
6.94444; 0.00034; 0.00048; 2.06306; 0.03476
6.94444; 0.00140; 0.00349; 2.08670; 0.01235
6.94444; 0.00495; 0.01325; 2.08964; -0.01337
6.94444; 0.03217; 0.08355; 2.08386; -0.03785
6.94444; 0.05161; 0.15039; 2.07907; -0.05696
6.94444; 0.04023; 0.14614; 2.06013; -0.07459
6.94444; 0.03981; 0.15293; 2.01967; -0.09265
6.94444; 0.03969; 0.15725; 1.96289; -0.10859
6.94444; 0.02378; 0.12077; 1.88306; -0.12387
6.94444; 0.01072; 0.07978; 1.77349; -0.14091
6.94444; 0.00236; 0.04507; 1.63532; -0.15955
6.94444; -0.00211; 0.01986; 1.47083; -0.17880
6.94444; -0.00389; 0.00389; 1.28268; -0.19746
6.94444; -0.00396; -0.00440; 1.07382; -0.21444
6.94444; -0.00319; -0.00739; 0.84755; -0.22888
6.94444; -0.00223; -0.00737; 0.60734; -0.24026
6.94444; -0.00141; -0.00608; 0.35679; -0.24830
6.94444; -0.00088; -0.00465; 0.09953; -0.25296
6.94444; -0.00068; -0.00373; -0.16077; -0.25427
6.94444; -0.00075; -0.00353; -0.42044; -0.25224
6.94444; -0.00095; -0.00387; -0.67561; -0.24674
6.94444; -0.00109; -0.00425; -0.92201; -0.23746
6.94444; -0.00087; -0.00383; -1.15485; -0.22397
6.94444; 0.00001; -0.00151; -1.36877; -0.20576
6.94444; 0.00187; 0.00377; -1.55799; -0.18228
6.94444; 0.00401; 0.01072; -1.71696; -0.15307
6.94444; -0.00088; 0.00082; -1.84494; -0.11914
6.94444; -0.00593; -0.01346; -1.94217; -0.08179
6.94444; -0.02975; -0.07657; -2.01721; -0.04453
6.94444; -0.04700; -0.13639; -2.07702; -0.01024
6.94444; -0.03907; -0.13832; -2.10849; 0.02509
6.94444; -0.03682; -0.14146; -2.10258; 0.06449
6.94444; -0.03376; -0.13810; -2.05833; 0.10749
6.94444; -0.05358; -0.18723; -1.98449; 0.15005
6.94444; -0.09534; -0.29970; -1.90363; 0.18426
6.94444; -0.14544; -0.44642; -1.83882; 0.20404
6.94444; -0.18197; -0.56930; -1.80115; 0.20989
6.94444; -0.20736; -0.66326; -1.78915; 0.20778
6.94444; -0.22557; -0.73443; -1.79846; 0.20438
6.94444; -0.23947; -0.78944; -1.82196; 0.20591
6.94444; -0.25068; -0.83298; -1.84981; 0.21744
6.94444; -0.26011; -0.86831; -1.87113; 0.24079
6.94444; -0.26837; -0.89788; -1.87727; 0.27258
6.94444; -0.27587; -0.92348; -1.86430; 0.30565
6.94444; -0.28291; -0.94638; -1.83357; 0.33200
6.94444; -0.28966; -0.96730; -1.79146; 0.34621
6.94444; -0.29618; -0.98657; -1.74754; 0.34750
6.94444; -0.30248; -1.00438; -1.71150; 0.33811
6.94444; -0.29242; -0.99465; -1.68421; 0.32220
6.94444; -0.27914; -0.97884; -1.66159; 0.30322
6.94444; -0.26582; -0.95919; -1.64455; 0.28193
6.94444; -0.25228; -0.93538; -1.63514; 0.25795
6.94444; -0.23822; -0.90696; -1.63580; 0.23058
6.94444; -0.22331; -0.87332; -1.64923; 0.19971
6.94444; -0.20724; -0.83372; -1.67760; 0.16604
6.94444; -0.18971; -0.78720; -1.72197; 0.13083
6.94444; -0.17042; -0.73260; -1.78176; 0.09573
6.94444; -0.14907; -0.66849; -1.85443; 0.06270
6.94444; -0.12531; -0.59319; -1.93512; 0.03397
6.94444; -0.09877; -0.50478; -2.01647; 0.01200
6.94444; -0.06897; -0.40116; -2.08832; -0.00053
6.94444; -0.03532; -0.28006; -2.13753; -0.00076
6.94444; 0.00094; -0.14326; -2.14853; 0.01417
6.94444; 0.00415; -0.08000; -2.12192; 0.04127
6.94444; -0.04681; -0.16873; -2.09376; 0.06575
6.94444; -0.07661; -0.25075; -2.08474; 0.07815
6.94444; -0.07844; -0.27853; -2.08161; 0.08269
6.94444; -0.04888; -0.22338; -2.06095; 0.08812
6.94444; -0.02520; -0.15748; -2.00785; 0.10038
6.94444; -0.01156; -0.10357; -1.92276; 0.11920
6.94444; -0.00851; -0.07456; -1.80972; 0.14195
6.94444; -0.04235; -0.14350; -1.69168; 0.16006
6.94444; -0.10510; -0.30743; -1.60848; 0.16066
6.94444; -0.12156; -0.38954; -1.57151; 0.14216
6.94444; -0.16120; -0.51622; -1.58728; 0.10714
6.94444; -0.15518; -0.54216; -1.65798; 0.05971
6.94444; -0.11639; -0.48046; -1.75371; 0.01246
6.94444; -0.07495; -0.38328; -1.85303; -0.02585
6.94444; -0.03424; -0.25894; -1.94386; -0.05060
6.94444; 0.00803; -0.11090; -2.01065; -0.05807
6.94444; 0.01505; -0.03671; -2.05337; -0.05132
