# delta; F_drive; F_brake; gamma_y
0.00001; 81.37970; -0.00006; 0.02337
0.00007; 81.37972; -0.00006; 0.02685
0.00020; 81.37982; -0.00006; 0.02525
0.00068; 81.38099; -0.00006; 0.06457
0.00416; 81.43266; -0.00006; 0.62919
0.00474; 81.42427; -0.00006; -0.75887
0.00105; 81.41243; -0.00006; -2.79498
-0.00032; 81.41114; -0.00006; -2.47443
-0.00084; 81.39958; -0.00006; -1.75596
-0.00095; 81.38979; -0.00006; -1.06988
-0.00082; 81.38378; -0.00006; -0.52655
-0.00058; 81.38091; -0.00006; -0.15126
-0.00034; 81.38000; -0.00006; 0.05643
-0.00016; 81.37982; -0.00006; 0.13948
-0.00005; 81.37980; -0.00006; 0.14791
0.00001; 81.37977; -0.00006; 0.11982
0.00002; 81.37973; -0.00006; 0.08129
-0.00000; 81.37970; -0.00006; 0.04845
-0.00005; 81.37970; -0.00006; 0.02998
-0.00010; 81.37971; -0.00006; 0.02953
-0.00014; 81.37973; -0.00006; 0.04725
-0.00014; 81.37973; -0.00006; 0.07976
-0.00006; 81.37974; -0.00006; 0.11868
0.00015; 81.37993; -0.00006; 0.14803
0.00055; 81.38079; -0.00006; 0.14165
0.00115; 81.38318; -0.00006; 0.06105
0.00192; 81.38774; -0.00006; -0.14437
0.00270; 81.39360; -0.00006; -0.51940
0.00325; 81.39819; -0.00006; -1.06709
0.00312; 81.39823; -0.00006; -1.76573
0.00158; 81.40171; -0.00006; -2.53438
-0.00227; 81.46400; -0.00006; -3.15659
-0.00929; 81.73875; -0.00006; -3.23346
-0.01928; 82.41536; -0.00006; -2.04654
-0.04687; 87.02567; -0.00006; -3.18682
-0.22042; 198.92875; -0.00002; -41.97213
-0.26180; 209.65674; -0.00002; 0.91627
-0.26180; 193.98560; -0.00002; 58.17474
-0.21080; 170.23702; -0.00003; 123.84243
-0.04838; 237.04156; -0.00002; 190.44230
0.11464; 320.95433; -0.00001; 191.89900
0.23912; 369.95248; -0.00001; 170.18184
0.13029; 223.71894; -0.00002; 133.49336
-0.04115; 86.39086; -0.00006; 55.92830
-0.11924; 101.30465; -0.00005; 39.32643
-0.06690; 102.90495; -0.00005; 83.30855
