# x_m,y_m,w_tr_right_m,w_tr_left_m
48.433502,7.68858,3.263190146,3.2545083
48.901577,7.814873,3.257276949,3.295233324
49.372018,7.931247,3.256803428,3.294219447
49.844823,8.037701,3.29346461,3.271949483
50.319156,8.136051,3.278985229,3.289086131
50.796345,8.225808,3.27749301,3.257423251
51.273735,8.307951,3.25724774,3.280990796
51.752654,8.381991,3.292651556,3.263031184
52.233173,8.450163,3.281102757,3.272282811
52.713475,8.51163,3.267547619,3.292199976
53.195307,8.564994,3.275662477,3.259810246
53.678666,8.610255,3.270090402,3.265192581
54.161737,8.646575,3.253798335,3.274164728
54.645357,8.67214,3.261995808,3.266890602
55.129942,8.68604,3.256165947,3.289924291
55.615075,8.689183,3.259195389,3.299374379
56.100194,8.678008,3.261997626,3.257952378
56.583553,8.653915,3.270863353,3.261843989
57.067389,8.61683,3.252482722,3.285111832
57.549465,8.566825,3.295135805,3.268773583
58.029782,8.503902,3.297239359,3.298685245
58.508831,8.429386,3.274543205,3.298615278
58.98612,8.341951,3.274462632,3.282184902
59.460814,8.243413,3.26688597,3.293004944
59.930951,8.128467,3.295002692,3.27009417
60.397787,7.994387,3.268462339,3.28159654
60.855871,7.838664,3.255560138,3.299261832
61.305476,7.655921,3.289012603,3.27797387
61.742551,7.445393,3.269486942,3.296679596
62.163463,7.205407,3.262084564,3.28601716
62.569264,6.940852,3.270195607,3.274201926
62.961425,6.655707,3.254822726,3.281951555
63.340999,6.35486,3.256598665,3.294381843
63.7112,6.040892,3.29710253,3.259936838
64.071683,5.716946,3.297806727,3.269768314
64.423356,5.38344,3.27876043,3.299608765
64.762096,5.037376,3.252988977,3.270117581
65.083706,4.673519,3.261738996,3.282942824
65.380992,4.290759,3.267657929,3.295067406
65.648993,3.887914,3.291059702,3.299769089
65.884076,3.463311,3.250770172,3.282658164
66.082824,3.021982,3.25215119,3.255421821
66.240277,2.562745,3.258449501,3.251805702
66.351691,2.091122,3.282455774,3.280904562
66.414974,1.611655,3.286586119,3.278357218
66.436487,1.127272,3.282387298,3.298098233
66.428456,0.642499,3.272546185,3.287305273
66.400311,0.158376,3.277350445,3.283125805
66.363226,-0.32546,3.26481604,3.276165666
66.322161,-0.807825,3.28723464,3.262994714
66.27481,-1.290881,3.259447751,3.298099688
66.216774,-1.772251,3.284338772,3.277010202
66.146728,-2.251444,3.259175558,3.251513508
66.059293,-2.728733,3.26842423,3.284815723
65.954541,-3.201884,3.281280928,3.275985808
65.828492,-3.669426,3.289011372,3.252951528
65.681147,-4.13136,3.254056288,3.294501812
65.510342,-4.585377,3.296469299,3.266510112
65.314824,-5.028754,3.288785634,3.26148506
65.095501,-5.461071,3.274339582,3.255697432
64.85377,-5.880584,3.271792929,3.265546136
64.591796,-6.289601,3.272339187,3.261421616
64.311467,-6.685049,3.265317474,3.282599858
64.015436,-7.06791,3.275425433,3.253308006
63.702794,-7.438602,3.275538578,3.263771569
63.375777,-7.797196,3.290881385,3.264091012
63.037946,-8.144255,3.289741571,3.294003313
62.690555,-8.482504,3.282215907,3.272216518
62.336258,-8.812924,3.268930469,3.287795706
61.97589,-9.137332,3.290579023,3.280164819
61.611615,-9.458033,3.276641279,3.289163297
61.246085,-9.77601,3.267536355,3.255696532
60.880974,-10.094895,3.296950078,3.298928194
60.515444,-10.412872,3.293797141,3.292429834
60.14817,-10.729449,3.277507817,3.252532325
59.778733,-11.04372,3.281123754,3.273310092
59.404552,-11.352469,3.279352235,3.266282664
59.024791,-11.653878,3.260387115,3.281510256
58.63945,-11.947949,3.265062317,3.261514958
58.24553,-12.230556,3.273546167,3.278994249
57.843521,-12.500374,3.261524408,3.280157816
57.432096,-12.756912,3.29221544,3.279993955
57.012165,-12.999753,3.259738214,3.272421394
56.585471,-13.230294,3.261296089,3.251771173
56.154596,-13.451752,3.258535402,3.275690742
55.719467,-13.66636,3.261383215,3.270386508
55.281411,-13.87461,3.271784934,3.255402302
54.843009,-14.079717,3.265555114,3.272993781
54.402444,-14.282517,3.296168982,3.272544138
53.962716,-14.487133,3.27151037,3.277557017
53.523405,-14.692658,3.259240816,3.290270216
53.084931,-14.899999,3.295244048,3.285042504
52.646529,-15.105106,3.298987419,3.293611775
52.205546,-15.306997,3.271943499,3.252609608
51.762055,-15.503438,3.255555961,3.260984066
51.314872,-15.689469,3.262903235,3.272982101
50.863089,-15.865507,3.270435992,3.29792668
50.405943,-16.027502,3.279744804,3.289502268
49.943087,-16.172309,3.263110587,3.27259373
49.475501,-16.297277,3.280142154,3.266671409
49.001024,-16.400097,3.285560789,3.252954766
48.524051,-16.483149,3.261087337,3.287045265
48.043604,-16.549086,3.255870883,3.275339726
47.561427,-16.599306,3.264833794,3.259996271
47.078284,-16.637862,3.265938915,3.271359678
46.594102,-16.666988,3.271208338,3.258434514
46.109719,-16.688501,3.275392914,3.28758473
45.625062,-16.704635,3.25427579,3.268417542
45.140477,-16.718535,3.263124112,3.29709089
44.655891,-16.732434,3.290050731,3.250858627
44.171724,-16.747243,3.251461014,3.291452795
43.687067,-16.763377,3.296442707,3.281329549
43.20241,-16.779512,3.286516543,3.276937326
42.718171,-16.796555,3.274430449,3.282525382
42.233441,-16.814924,3.278926253,3.286331477
41.74962,-16.832875,3.261864179,3.254724428
41.264473,-16.850337,3.272942441,3.293878697
40.779744,-16.868706,3.298154427,3.250718107
40.295504,-16.885749,3.277340286,3.264715131
39.810847,-16.901884,3.276056792,3.258995744
39.32619,-16.918018,3.261579719,3.296314713
38.841605,-16.931918,3.274444887,3.253409022
38.357019,-16.945817,3.281203004,3.279054661
37.872506,-16.957482,3.283956777,3.281857561
37.388065,-16.966912,3.269775761,3.282563463
36.903206,-16.975434,3.268371832,3.293231101
36.418837,-16.982629,3.2993991,3.252797626
35.933632,-16.988007,3.251886943,3.290842759
35.449335,-16.992967,3.2942584,3.276446123
34.963784,-16.995202,3.295664341,3.284717528
34.479141,-16.997018,3.289809194,3.260620245
33.994989,-16.997509,3.254935614,3.277163997
33.509509,-16.997509,3.263093559,3.285126014
33.025429,-16.995764,3.266767842,3.297821728
32.539604,-16.992621,3.283986398,3.272227108
32.055595,-16.988641,3.256827657,3.254269892
31.570679,-16.98508,3.286061375,3.252867007
31.085834,-16.979283,3.255338093,3.281472524
30.600989,-16.973487,3.282687867,3.289808953
30.116635,-16.966364,3.274708697,3.284559567
29.631372,-16.959659,3.288952586,3.267265393
29.147507,-16.95121,3.285751854,3.297340833
28.662317,-16.94227,3.295186028,3.276009516
28.177126,-16.933331,3.294546125,3.297690651
27.692844,-16.923973,3.266708153,3.253679782
27.208143,-16.913707,3.284937292,3.260351597
26.723861,-16.904349,3.259890491,3.288751391
26.23916,-16.894083,3.251527047,3.295709391
25.754041,-16.882909,3.287203713,3.289127532
25.269341,-16.872642,3.275001122,3.26477671
24.78464,-16.862376,3.273996107,3.257592286
24.299522,-16.851202,3.295236112,3.292395526
23.814821,-16.840936,3.280493332,3.28924273
23.331029,-16.830251,3.280883319,3.263541575
22.84591,-16.819077,3.292972115,3.261390535
22.36121,-16.808811,3.290274471,3.266051161
21.876091,-16.797636,3.278836076,3.29147809
21.392299,-16.786952,3.259146123,3.29110911
20.90718,-16.775777,3.261996601,3.278534143
20.42248,-16.765511,3.294325597,3.278591482
19.937779,-16.755245,3.251433708,3.264300914
19.452661,-16.74407,3.274495069,3.284956678
18.96796,-16.733804,3.258396357,3.289812897
18.483259,-16.723538,3.298934032,3.272079453
17.998977,-16.71418,3.285634724,3.272310781
17.514277,-16.703914,3.275023581,3.27328312
17.029994,-16.694556,3.273554419,3.263951959
16.544385,-16.684708,3.252980943,3.283768766
16.060103,-16.675351,3.284098595,3.295183226
15.57533,-16.667319,3.252121557,3.295426295
15.091048,-16.657962,3.253572273,3.287359847
14.606275,-16.64993,3.276082492,3.263025575
14.121503,-16.641899,3.254836501,3.284481892
13.63673,-16.633868,3.290907428,3.256591533
13.152376,-16.626745,3.290877355,3.256175042
12.666694,-16.619132,3.28612198,3.259545143
12.182758,-16.612918,3.257493272,3.257286605
11.697495,-16.606213,3.282980263,3.279252181
11.212651,-16.600416,3.275929747,3.253668085
10.728224,-16.595529,3.298648728,3.291116311
10.243379,-16.589732,3.282449575,3.286145149
9.758044,-16.585262,3.290016529,3.296292902
9.274036,-16.581283,3.272689885,3.27463193
8.789119,-16.577721,3.271619575,3.282744145
8.30462,-16.575068,3.29126569,3.294506174
7.819213,-16.572833,3.254173491,3.276926279
7.334715,-16.57018,3.25665855,3.264110258
6.849726,-16.568854,3.258669431,3.298797876
6.364737,-16.567527,3.26954689,3.251821276
5.879748,-16.566201,3.291568987,3.266312229
5.395177,-16.565783,3.29016822,3.298650681
4.910606,-16.565365,3.253023559,3.268251631
4.426454,-16.565855,3.269962889,3.265457481
3.940975,-16.565855,3.276343792,3.256045619
3.455914,-16.566763,3.270839973,3.295788285
2.970853,-16.567672,3.282842995,3.25677391
2.487118,-16.56907,3.281398668,3.266605895
2.002057,-16.569979,3.264599204,3.294873995
1.516506,-16.572213,3.271582559,3.274982439
1.031863,-16.57403,3.250774356,3.280764412
0.54722,-16.575847,3.299203186,3.279156648
0.062996,-16.578572,3.25835842,3.284912696
-0.422556,-16.580807,3.255310817,3.251466617
-0.907199,-16.582624,3.268620487,3.276394134
-1.391423,-16.585349,3.25990592,3.251603642
-1.876556,-16.588492,3.274484382,3.291357116
-2.361199,-16.590309,3.266974671,3.26699931
-2.846332,-16.593452,3.297581523,3.292335548
-3.330557,-16.596177,3.296016602,3.262303478
-3.816108,-16.598412,3.25263385,3.279074563
-4.300333,-16.601137,3.286892905,3.296883844
-4.785466,-16.604281,3.263455971,3.252389365
-5.270109,-16.606097,3.271141781,3.252698883
-5.754334,-16.608823,3.277393545,3.251030902
-6.239885,-16.611058,3.297136849,3.284073926
-6.724528,-16.612874,3.270887205,3.279931426
-7.209171,-16.614691,3.299152623,3.255701502
-7.693813,-16.616508,3.265072747,3.289812268
-8.178456,-16.618325,3.285054938,3.280892529
-8.663099,-16.620141,3.283316943,3.253510676
-9.14816,-16.62105,3.276956323,3.253463949
-9.633221,-16.621958,3.284905276,3.256800369
-10.118282,-16.622866,3.283326396,3.289444566
-10.602435,-16.623357,3.258906623,3.254619923
-11.087914,-16.623357,3.25640072,3.26189344
-11.572067,-16.623847,3.29995402,3.262182396
-12.056637,-16.623429,3.258556053,3.255241111
-12.542535,-16.62252,3.251630041,3.292917638
-13.027105,-16.622102,3.27805999,3.284909988
-13.511186,-16.620358,3.294093325,3.286687107
-13.996175,-16.619031,3.283458765,3.282526531
-14.481582,-16.616796,3.259521663,3.275813528
-14.966081,-16.614143,3.268445827,3.266319407
-15.450579,-16.61149,3.273036297,3.28308881
-15.935496,-16.607929,3.299081898,3.255878274
-16.420413,-16.604367,3.257820248,3.257390871
-16.90533,-16.600806,3.29277614,3.250988233
-17.389756,-16.595918,3.282238227,3.298214587
-17.875091,-16.591448,3.268813611,3.298518645
-18.359518,-16.58656,3.259546185,3.256193025
-18.844781,-16.579855,3.27141265,3.273370501
-19.328717,-16.573641,3.274101103,3.2828347
-19.81398,-16.566936,3.256030581,3.264509278
-20.298752,-16.558905,3.279475374,3.287726832
-20.783107,-16.551782,3.261309384,3.277905903
-21.268298,-16.542842,3.269230956,3.27138963
-21.75258,-16.533485,3.279149319,3.263359703
-22.236863,-16.524127,3.262590306,3.287686804
-22.721563,-16.513861,3.264522033,3.294918816
-23.206264,-16.503595,3.280854544,3.286422202
-23.691382,-16.49242,3.263264045,3.270341507
-24.175593,-16.480827,3.291218813,3.296915792
-24.660711,-16.469653,3.29913317,3.262771373
-25.14534,-16.457152,3.28651244,3.276658162
-25.629968,-16.444651,3.26719385,3.297737744
-26.114597,-16.43215,3.279203467,3.263387377
-26.599643,-16.41874,3.255388451,3.262504231
-27.083363,-16.405821,3.295315408,3.296383636
-27.56841,-16.392412,3.293982686,3.253429117
-28.052548,-16.378584,3.290888028,3.264970019
-28.538013,-16.364266,3.2630364,3.279579177
-29.022151,-16.350439,3.279717813,3.260164957
-29.506707,-16.335703,3.25112563,3.28179416
-29.991264,-16.320967,3.271262966,3.289918513
-30.475402,-16.307139,3.265635944,3.275085053
-30.960867,-16.292821,3.258074237,3.282540607
-31.445423,-16.278085,3.258938309,3.289797749
-31.929979,-16.26335,3.271144284,3.261668688
-32.414536,-16.248614,3.254711467,3.280041947
-32.899092,-16.233878,3.279926183,3.255623119
-33.383648,-16.219142,3.273546213,3.275788283
-33.868205,-16.204406,3.284797466,3.291892035
-34.352343,-16.190578,3.284994392,3.296039505
-34.836899,-16.175842,3.281926538,3.274911396
-35.322364,-16.161524,3.251680192,3.263880556
-35.806502,-16.147697,3.253440305,3.282625998
-36.29064,-16.133869,3.265979987,3.29586494
-36.775687,-16.12046,3.276543214,3.275491973
-37.259825,-16.106632,3.282722285,3.298709574
-37.744872,-16.093223,3.27038096,3.259863947
-38.2295,-16.080722,3.290999061,3.255559249
-38.714547,-16.067312,3.285917947,3.264867715
-39.198267,-16.054393,3.298432467,3.269820927
-39.682895,-16.041892,3.276566695,3.271037784
-40.167524,-16.029391,3.266257284,3.265573768
-40.65306,-16.017308,3.25528146,3.284692159
-41.137271,-16.005715,3.280547933,3.254593592
-41.621899,-15.993214,3.288940112,3.270104431
-42.106109,-15.981622,3.271172646,3.26475904
-42.591646,-15.969539,3.254541164,3.265324839
-43.075857,-15.957946,3.263323575,3.255278057
-43.560067,-15.946353,3.257682836,3.27969138
-44.045186,-15.935179,3.264050265,3.264136376
-44.530304,-15.924004,3.272004257,3.257761081
-45.014514,-15.912412,3.276357137,3.250032933
-45.499215,-15.902146,3.272871218,3.264179771
-45.983425,-15.890553,3.29376858,3.277540544
-46.468544,-15.879378,3.275902605,3.29354511
-46.953245,-15.869112,3.297181131,3.252112671
-47.437945,-15.858846,3.281885455,3.295236099
-47.923064,-15.847672,3.297884697,3.256548704
-48.406856,-15.836987,3.262035352,3.291686447
-48.891556,-15.826721,3.283806115,3.290023419
-49.376257,-15.816455,3.264453229,3.295894005
-49.861376,-15.80528,3.283590408,3.256865183
-50.346076,-15.795014,3.284757025,3.275236616
-50.830777,-15.784748,3.253399638,3.270247924
-51.315477,-15.774482,3.262739508,3.258678608
-51.800178,-15.764216,3.261202002,3.278759181
-52.284878,-15.75395,3.283391636,3.280310897
-52.769579,-15.743684,3.292219608,3.260722287
-53.254279,-15.733417,3.267223121,3.275996613
-53.73898,-15.723151,3.289025983,3.29945929
-54.22368,-15.712885,3.283766603,3.274495758
-54.708381,-15.702619,3.250335766,3.284743661
-55.193081,-15.692353,3.280108524,3.270571091
-55.677782,-15.682087,3.26933856,3.251738837
-56.162483,-15.671821,3.295799562,3.264641578
-56.647183,-15.661554,3.250057553,3.290072087
-57.131884,-15.651288,3.273122458,3.2673251
-57.615676,-15.640604,3.271217452,3.254165797
-58.100794,-15.629429,3.273045818,3.275555319
-58.585495,-15.619163,3.288507986,3.26834167
-59.070614,-15.607989,3.26612359,3.286973975
-59.554824,-15.596396,3.289236965,3.276237008
-60.039943,-15.585222,3.273567858,3.290226044
-60.524153,-15.573629,3.251788137,3.290845559
-61.009272,-15.562454,3.258793721,3.259473574
-61.4939,-15.549953,3.286087902,3.256184673
-61.978528,-15.537452,3.2736743,3.291049824
-62.463157,-15.524951,3.25763606,3.281894881
-62.947785,-15.51245,3.26705623,3.25080599
-63.431924,-15.498623,3.280369461,3.294797731
-63.91697,-15.485213,3.259587263,3.275768753
-64.401108,-15.471386,3.286921342,3.277226097
-64.885665,-15.45665,3.26214248,3.28032211
-65.370221,-15.441914,3.295871217,3.288021811
-65.855196,-15.426269,3.263453079,3.292767344
-66.34017,-15.410625,3.288275001,3.269143422
-66.824236,-15.394563,3.259433099,3.254232459
-67.30872,-15.377592,3.264374909,3.286693665
-67.793205,-15.360621,3.254555673,3.266599467
-68.277199,-15.342323,3.278810469,3.291987477
-68.762101,-15.324444,3.284168162,3.268586165
-69.246513,-15.305238,3.277329656,3.291410764
-69.730925,-15.286033,3.271286442,3.258825931
-70.214847,-15.2655,3.282222139,3.256475993
-70.700096,-15.244478,3.282380882,3.293994179
-71.183527,-15.222619,3.283950838,3.252203956
-71.668286,-15.20027,3.281789336,3.284336001
-72.152135,-15.177503,3.297258706,3.286688645
-72.636403,-15.153827,3.260446746,3.271858622
-73.121089,-15.129243,3.285464085,3.268991946
-73.604867,-15.104241,3.261811529,3.298982872
-74.089063,-15.078331,3.255969812,3.269949671
-74.573259,-15.05242,3.280365197,3.272009346
-75.056965,-15.025183,3.272506885,3.257840394
-75.541088,-14.997038,3.272936275,3.266301714
-76.024794,-14.969801,3.283097238,3.265703096
-76.508918,-14.941655,3.288514276,3.294725033
-76.992623,-14.914418,3.267510901,3.262351209
-77.476747,-14.886273,3.28310048,3.265533951
-77.961779,-14.858546,3.270807929,3.270443445
-78.445485,-14.831309,3.292096458,3.285400545
-78.929191,-14.804072,3.291645841,3.25718188
-79.412896,-14.776835,3.26282205,3.293566103
-79.897092,-14.750924,3.280673037,3.254157795
-80.381288,-14.725014,3.279112458,3.273086892
-80.865974,-14.70043,3.277036967,3.251519451
-81.349752,-14.675428,3.293497052,3.287660027
-81.833602,-14.65266,3.263238951,3.285002133
-82.31836,-14.630311,3.265903704,3.260725612
-82.8027,-14.608871,3.255960727,3.283995234
-83.28753,-14.588757,3.296991474,3.277864634
-83.771524,-14.570459,3.282277594,3.292533945
-84.256427,-14.55258,3.273973161,3.277928275
-84.740493,-14.536517,3.281965848,3.295088683
-85.225049,-14.521781,3.277235806,3.270975885
-85.709187,-14.507954,3.282365574,3.267906418
-86.194234,-14.494544,3.277194297,3.274449376
-86.679353,-14.48337,3.286052331,3.262798107
-87.164053,-14.473104,3.276124765,3.296458463
-87.648336,-14.463746,3.299685231,3.273337841
-88.133108,-14.455715,3.260933832,3.262700393
-88.617881,-14.447684,3.255289914,3.271560922
-89.102726,-14.441887,3.255484873,3.285126501
-89.58757,-14.436091,3.253179569,3.270116493
-90.071997,-14.431203,3.270229,3.259092004
-90.556914,-14.427641,3.272418646,3.292812556
-91.041412,-14.424988,3.268290809,3.279210061
-91.526401,-14.423662,3.288175232,3.268678939
-92.01139,-14.422335,3.281394819,3.261084727
-92.496379,-14.421009,3.288599019,3.260949706
-92.980532,-14.421499,3.296642679,3.276111622
-93.465593,-14.422407,3.298637043,3.271671136
-93.950236,-14.424224,3.259601417,3.287065199
-94.434878,-14.426041,3.25694371,3.253522482
-94.92043,-14.428276,3.284813317,3.292366672
-95.405145,-14.432328,3.254691001,3.283994012
-95.889369,-14.435053,3.27627022,3.256832576
-96.374993,-14.439523,3.276517211,3.292920109
-96.859289,-14.444483,3.293056991,3.259991706
-97.343586,-14.449443,3.274242667,3.280366996
-97.828791,-14.454821,3.269672818,3.277152249
-98.313997,-14.460199,3.283571557,3.258116235
-98.798784,-14.466486,3.287062897,3.250282653
-99.283571,-14.472772,3.276002623,3.288574257
-99.76794,-14.479967,3.267385634,3.288239378
-100.252727,-14.486254,3.257499863,3.271053468
-100.737096,-14.493449,3.279304603,3.252840659
-101.221464,-14.500644,3.263107266,3.27928735
-101.706742,-14.508257,3.252222705,3.258707762
-102.191111,-14.515452,3.287746663,3.286430533
-102.676388,-14.523065,3.262139268,3.276714552
-103.160757,-14.53026,3.272120116,3.262653214
-103.646034,-14.537873,3.284389804,3.295852837
-104.130403,-14.545068,3.267961411,3.287909726
-104.614772,-14.552263,3.286817004,3.294351537
-105.100049,-14.559876,3.269735374,3.253439909
-105.584418,-14.567071,3.284170793,3.25917641
-106.069695,-14.574684,3.285202372,3.286853633
-106.554064,-14.581879,3.272115271,3.284835743
-107.039342,-14.589492,3.250978881,3.288849645
-107.52371,-14.596687,3.266542894,3.275095171
-108.008079,-14.603882,3.271215475,3.271274841
-108.493357,-14.611495,3.263513521,3.280561857
-108.977726,-14.61869,3.25985269,3.292788595
-109.463003,-14.626303,3.291086059,3.283539855
-109.947372,-14.633498,3.27149607,3.276179602
-110.432649,-14.641111,3.294388548,3.264940771
-110.917018,-14.648306,3.26955915,3.285198454
-111.401387,-14.655501,3.288455719,3.269080544
-111.886664,-14.663114,3.269839576,3.27838425
-112.371033,-14.670309,3.290425705,3.294393048
-112.855402,-14.677504,3.287753855,3.292147464
-113.340679,-14.685117,3.268869777,3.294939928
-113.825048,-14.692312,3.260800946,3.296950155
-114.310325,-14.699925,3.289520361,3.290771758
-114.794694,-14.70712,3.297465196,3.250067891
-115.279481,-14.713407,3.266378272,3.250154535
-115.764759,-14.72102,3.283563219,3.254373441
-116.249127,-14.728215,3.271932249,3.263036368
-116.733496,-14.73541,3.29167503,3.251139934
-117.218774,-14.743023,3.288442713,3.271204241
-117.703561,-14.749309,3.258362677,3.267053248
-118.18793,-14.756504,3.293099024,3.277067697
-118.672299,-14.763699,3.299493608,3.296308454
-119.157576,-14.771312,3.275721173,3.264924972
-119.642363,-14.777599,3.294214051,3.26690424
-120.126732,-14.784794,3.279401303,3.292974005
-120.612009,-14.792407,3.257737617,3.267023916
-121.096796,-14.798694,3.259993141,3.25690602
-121.581165,-14.805888,3.270347742,3.275389948
-122.065952,-14.812175,3.287435286,3.292832824
-122.550321,-14.81937,3.291279191,3.269215681
-123.036016,-14.826075,3.289498151,3.284784546
-123.520385,-14.83327,3.265926212,3.281395209
-124.005172,-14.839556,3.276703206,3.272519408
-124.489541,-14.846751,3.254497534,3.273680897
-124.974328,-14.853038,3.255585287,3.297485318
-125.458697,-14.860233,3.256814627,3.254174878
-125.944393,-14.866937,3.283932615,3.263991446
-126.42918,-14.873224,3.274758851,3.272350365
-126.913549,-14.880419,3.25948552,3.279378563
-127.398336,-14.886706,3.274750291,3.293881707
-127.883123,-14.892992,3.257380411,3.273455026
-128.367492,-14.900187,3.252748707,3.271870924
-128.852279,-14.906474,3.292535634,3.287309247
-129.337066,-14.91276,3.278027976,3.273395523
-129.821853,-14.919047,3.296480443,3.293041368
-130.30664,-14.925333,3.28483336,3.273325601
-130.791009,-14.932528,3.279139548,3.274905224
-131.276704,-14.939233,3.290769861,3.274371533
-131.761491,-14.94552,3.293950695,3.261473439
-132.24586,-14.952715,3.299445581,3.254277612
-132.730647,-14.959001,3.250026119,3.253369166
-133.215434,-14.965288,3.29327193,3.294419547
-133.699803,-14.972483,3.280628323,3.261658384
-134.18508,-14.980096,3.29949751,3.293079788
-134.669867,-14.986382,3.276384003,3.285586755
-135.154236,-14.993577,3.273976169,3.29364065
-135.639513,-15.00119,3.29006738,3.2969001
-136.123882,-15.008385,3.261392147,3.256984464
-136.608742,-15.016907,3.274904715,3.269695007
-137.09311,-15.024102,3.295042624,3.299028141
-137.578388,-15.031715,3.278733061,3.282239701
-138.062338,-15.039818,3.292258909,3.294820489
-138.547198,-15.04834,3.286932015,3.27411152
-139.032057,-15.056861,3.279299352,3.250704654
-139.516916,-15.065383,3.262336726,3.281144017
-140.001775,-15.073904,3.283320811,3.261554768
-140.486216,-15.083334,3.254174141,3.276371698
-140.970657,-15.092764,3.281297989,3.286249598
-141.456006,-15.102612,3.283047228,3.28037079
-141.940447,-15.112042,3.286487593,3.279418322
-142.425379,-15.122798,3.294537606,3.271671742
-142.90982,-15.132228,3.299115161,3.262208645
